index_bat,index_bowl,season,player,team,innings_bat,runs_bat,balls_bat,sr_bat,dismissals_bat,avg_bat,innings_bowl,ballys_bowl,overs_bowl,runs_bowl,wickets_bowl,economy_bowl,avg_bowl,sr_bowl
216503,216271,2012,AG Murtaza,PW,1,3,5,60,0,3,1,12,2,11,,5.5,,
200517,,2012,AJ Finch,DD,2,55,51,107.84,2,27.5,,,,,,,,
200898,203683,2012,AL Menaria,RR,12,220,200,110,11,20,3,20,3.2,23,1,6.9,23,20
200996,210302,2012,AM Nayar,KXIP,4,45,49,91.84,3,15,1,6,1,16,,16,,
200834,,2012,AM Rahane,RR,16,560,434,129.03,14,40,,,,,,,,
,200220,2012,AN Ahmed,MI,,,,,,,1,12,2,17,,8.5,,
212234,,2012,AP Majumdar,PW,4,87,76,114.47,4,21.75,,,,,,,,
200392,,2012,AT Rayudu,MI,15,333,252,132.14,9,37,,,,,,,,
210340,210437,2012,AUK Pathan,RCB,2,6,7,85.71,1,6,1,6,1,14,,14,,
,202213,2012,Anand Rajan,DeC,,,,,,,4,71,11.5,109,3,9.21,36.33,23.67
201545,201325,2012,Ankit Sharma,DeC,4,18,13,138.46,3,6,9,145,24.1,165,4,6.83,41.25,36.25
206185,206276,2012,Azhar Mahmood,KXIP,10,186,142,130.99,8,23.25,11,256,42.4,329,14,7.71,23.5,18.29
201518,,2012,B Chipli,DeC,4,37,35,105.71,3,12.33,,,,,,,,
200686,200766,2012,B Kumar,PW,8,40,40,100,3,13.33,11,234,39,281,8,7.21,35.12,29.25
200510,200517,2012,B Lee,KKR,3,42,20,210,2,21,10,228,38,299,7,7.87,42.71,32.57
204323,204331,2012,BA Bhatt,KXIP,1,6,2,300,0,6,5,99,16.3,136,2,8.24,68,49.5
200443,,2012,BB McCullum,KKR,12,289,283,102.12,12,24.08,,,,,,,,
209877,,2012,BB Samantray,DeC,1,2,2,100,0,2,,,,,,,,
200901,200997,2012,BJ Hodge,RR,12,245,173,141.62,8,30.62,2,12,2,21,1,10.5,21,12
,210838,2012,BW Hilfenhaus,CSK,,,,,,,9,204,34,233,14,6.85,16.64,14.57
201032,200870,2012,Bipul Sharma,KXIP,4,72,47,153.19,3,24,3,46,7.4,79,,10.3,,
215993,,2012,CA Lynn,DeC,1,6,9,66.67,1,6,,,,,,,,
201083,,2012,CA Pujara,RCB,3,17,22,77.27,3,5.67,,,,,,,,
202425,204537,2012,CH Gayle,RCB,14,733,453,161.81,12,61.08,3,28,4.4,66,,14.14,,
200615,,2012,CJ Ferguson,PW,4,50,63,79.37,4,12.5,,,,,,,,
204752,204835,2012,CJ McKay,MI,1,8,15,53.33,1,8,2,42,7,60,1,8.57,60,42
201494,202231,2012,CL White,DeC,13,479,319,150.16,11,43.55,2,18,3,27,,9,,
206140,,2012,DA Miller,KXIP,6,98,75,130.67,3,32.67,,,,,,,,
205744,,2012,DA Warner,DD,8,256,156,164.1,7,36.57,,,,,,,,
201308,201087,2012,DAJ Bracewell,DD,1,12,9,133.33,0,12,1,24,4,32,3,8,10.67,8
200470,,2012,DB Das,KKR,10,126,92,136.96,3,42,,,,,,,,
201540,,2012,DB Ravi Teja,DeC,2,4,4,100,2,2,,,,,,,,
200329,200345,2012,DE Bollinger,CSK,1,3,5,60,1,3,6,108,18,157,9,8.72,17.44,12
205143,,2012,DH Yagnik,RR,3,25,13,192.31,1,25,,,,,,,,
200251,200383,2012,DJ Bravo,CSK,16,371,262,141.6,8,46.38,18,346,57.4,462,15,8.01,30.8,23.07
201452,201362,2012,DJ Harris,DeC,4,111,101,109.9,4,27.75,2,18,3,26,,8.67,,
201010,206908,2012,DJ Hussey,KXIP,15,396,306,129.41,12,33,6,54,9,63,3,7,21,18
204689,,2012,DJ Jacobs,MI,1,0,10,0,1,0,,,,,,,,
201158,201240,2012,DL Vettori,RCB,6,31,26,119.23,4,7.75,9,210,35,236,5,6.74,47.2,42
202707,,2012,DPMD Jayawardene,DD,15,335,298,112.42,12,27.92,,,,,,,,
211698,211530,2012,DR Smith,MI,6,157,99,158.59,4,39.25,6,78,13,95,2,7.31,47.5,39
217493,216765,2012,DS Kulkarni,MI,1,10,5,200,0,10,2,48,8,64,6,8,10.67,8
201525,201356,2012,DT Christian,DeC,7,145,119,121.85,5,29,7,162,27,233,8,8.63,29.12,20.25
201542,201331,2012,DW Steyn,DeC,5,19,21,90.48,5,3.8,12,280,46.4,285,18,6.11,15.83,15.56
200213,201545,2012,F du Plessis,CSK,12,398,305,130.49,12,33.17,1,6,1,16,,16,,
200454,,2012,G Gambhir,KKR,17,590,411,143.55,16,36.88,,,,,,,,
202981,202786,2012,GB Hogg,RR,2,15,16,93.75,2,7.5,9,216,36,253,10,7.03,25.3,21.6
200562,200474,2012,GJ Maxwell,DD,2,6,11,54.55,1,6,2,18,3,22,1,7.33,22,18
211394,,2012,Gurkeerat Singh,KXIP,4,86,52,165.38,3,28.67,,,,,,,,
213385,,2012,HH Gibbs,MI,3,81,88,92.05,2,40.5,,,,,,,,
201202,201276,2012,HV Patel,RCB,3,15,15,100,2,7.5,11,246,41,340,9,8.29,37.78,27.33
200809,200240,2012,Harbhajan Singh,MI,11,108,80,135,9,12,16,324,54,384,6,7.11,64,54
201078,200876,2012,Harmeet Singh,KXIP,2,15,7,214.29,1,15,7,135,22.3,191,7,8.49,27.29,19.29
216486,,2012,Harpreet Singh,PW,1,6,6,100,1,6,,,,,,,,
200556,200443,2012,IK Pathan,DD,12,176,126,139.68,7,25.14,17,360,60,465,8,7.75,58.12,45
207177,,2012,IR Jaggi,DeC,3,15,21,71.43,2,7.5,,,,,,,,
200513,200536,2012,Iqbal Abdulla,KKR,2,2,3,66.67,0,2,8,132,22,144,4,6.55,36,33
202956,200966,2012,J Botha,RR,7,58,54,107.41,4,14.5,11,246,41,297,9,7.24,33,27.33
211953,211770,2012,J Syed Mohammad,RCB,1,4,1,400,0,4,2,42,7,65,,9.29,,
212650,208193,2012,J Theron,DeC,1,7,6,116.67,0,7,2,48,8,66,2,8.25,33,24
200278,200339,2012,JA Morkel,CSK,12,107,69,155.07,7,15.29,15,297,49.3,385,13,7.78,29.62,22.85
201806,201972,2012,JD Ryder,PW,11,256,212,120.75,10,25.6,4,42,7,70,1,10,70,42
,204247,2012,JD Unadkat,KKR,,,,,,,1,18,3,32,,10.67,,
200395,200246,2012,JEC Franklin,MI,11,220,222,99.1,9,24.44,9,90,15,121,6,8.07,20.17,15
200446,200542,2012,JH Kallis,KKR,17,409,384,106.51,16,25.56,16,324,54,403,15,7.46,26.87,21.6
203792,203879,2012,JP Duminy,DeC,9,244,191,127.75,3,81.33,6,73,12.1,104,1,8.55,104,73
201058,200839,2012,JP Faulkner,KXIP,2,14,13,107.69,1,14,2,48,8,72,3,9,24,16
213374,213139,2012,K Upadhyay,PW,1,11,8,137.5,0,11,1,24,4,33,,8.25,,
200786,200278,2012,KA Pollard,MI,11,220,159,138.36,9,24.44,14,263,43.5,350,16,7.98,21.88,16.44
202096,,2012,KC Sangakkara,DeC,12,200,183,109.29,11,18.18,,,,,,,,
200727,,2012,KD Karthik,MI,14,238,212,112.26,13,18.31,,,,,,,,
200956,200991,2012,KK Cooper,RR,4,38,20,190,2,19,6,144,24,174,10,7.25,17.4,14.4
208777,204085,2012,KMDN Kulasekara,CSK,1,5,3,166.67,0,5,4,84,14,94,4,6.71,23.5,21
,205196,2012,KP Appanna,RCB,,,,,,,6,102,17,148,6,8.71,24.67,17
202697,202586,2012,KP Pietersen,DD,8,305,207,147.34,5,61,3,36,6,53,,8.83,,
,202449,2012,L Balaji,KKR,,,,,,,8,180,30,162,11,5.4,14.73,16.36
,207717,2012,LJ Wright,PW,,,,,,,1,12,2,24,,12,,
200485,209025,2012,LR Shukla,KKR,7,75,57,131.58,6,12.5,2,12,2,12,1,6,12,12
203873,,2012,LRPL Taylor,DD,12,197,171,115.2,10,19.7,,,,,,,,
204632,,2012,M Kaif,RCB,1,14,16,87.5,1,14,,,,,,,,
200692,200708,2012,M Kartik,PW,3,26,21,123.81,0,26,11,216,36,266,4,7.39,66.5,54
203299,,2012,M Manhas,PW,7,120,96,125,4,30,,,,,,,,
201321,200456,2012,M Morkel,DD,3,3,5,60,2,1.5,16,378,63,453,25,7.19,18.12,15.12
204673,201246,2012,M Muralitharan,RCB,2,6,9,66.67,2,3,10,240,40,260,15,6.5,17.33,16
200216,,2012,M Vijay,CSK,13,336,267,125.84,13,25.85,,,,,,,,
,200523,2012,M de Lange,KKR,,,,,,,3,60,10,107,3,10.7,35.67,20
201131,,2012,MA Agarwal,RCB,12,225,158,142.41,11,20.45,,,,,,,,
213264,,2012,MD Mishra,PW,1,4,4,100,1,4,,,,,,,,
209513,,2012,MEK Hussey,CSK,8,261,236,110.59,8,32.62,,,,,,,,
209884,210515,2012,MJ Clarke,PW,6,98,96,102.08,6,16.33,5,66,11,67,2,6.09,33.5,33
200585,,2012,MK Pandey,PW,9,143,111,128.83,7,20.43,,,,,,,,
200460,,2012,MK Tiwary,KKR,15,260,247,105.26,10,26,,,,,,,,
200830,200610,2012,MM Patel,MI,2,2,7,28.57,0,2,12,280,46.4,367,15,7.86,24.47,18.67
200679,200722,2012,MN Samuels,PW,8,124,123,100.81,7,17.71,8,172,28.4,216,8,7.53,27,21.5
202335,,2012,MS Bisla,KKR,7,213,161,132.3,7,30.43,,,,,,,,
200298,,2012,MS Dhoni,CSK,17,358,278,128.78,12,29.83,,,,,,,,
201530,201338,2012,MS Gony,DeC,1,4,8,50,1,4,6,144,24,207,3,8.62,69,48
201009,,2012,Mandeep Singh,KXIP,16,432,343,125.95,16,27,,,,,,,,
206091,,2012,N Saini,KXIP,10,140,140,100,10,14,,,,,,,,
206949,207032,2012,NLTC Perera,MI,2,4,9,44.44,1,4,2,15,2.3,27,,10.8,,
201208,,2012,NV Ojha,DD,16,255,223,114.35,11,23.18,,,,,,,,
200942,,2012,OA Shah,RR,13,340,256,132.81,9,37.78,,,,,,,,
214945,203251,2012,P Awana,KXIP,1,4,5,80,0,4,12,282,47,372,17,7.91,21.88,16.59
204277,,2012,P Dogra,KXIP,3,15,24,62.5,2,7.5,,,,,,,,
201071,200832,2012,P Kumar,KXIP,7,35,29,120.69,3,11.67,16,378,63,434,9,6.89,48.22,42
206786,207608,2012,P Negi,DD,4,36,29,124.14,2,18,6,132,22,152,7,6.91,21.71,18.86
216756,211746,2012,P Parameswaran,RCB,1,0,1,0,0,0,3,60,10,87,5,8.7,17.4,12
201479,,2012,PA Patel,DeC,12,194,165,117.58,11,17.64,,,,,,,,
212615,,2012,PA Reddy,DeC,3,73,59,123.73,3,24.33,,,,,,,,
200965,200915,2012,PC Valthaty,KXIP,6,30,51,58.82,6,5,1,6,1,16,,16,,
,211960,2012,PJ Sangwan,KKR,,,,,,,1,24,4,42,1,10.5,42,24
201057,200858,2012,PP Chawla,KXIP,12,106,88,120.45,8,13.25,16,342,57,419,16,7.35,26.19,21.38
200825,200272,2012,PP Ojha,MI,3,4,14,28.57,2,2,9,180,30,220,9,7.33,24.44,20
,204574,2012,Pankaj Singh,RR,,,,,,,6,126,21,170,7,8.1,24.29,18
200317,200365,2012,R Ashwin,CSK,5,18,15,120,3,6,18,395,65.5,431,14,6.55,30.79,28.21
200486,200560,2012,R Bhatia,KKR,6,35,28,125,3,11.67,16,319,53.1,389,13,7.32,29.92,24.54
200832,,2012,R Dravid,RR,16,462,413,111.86,16,28.88,,,,,,,,
201928,200747,2012,R Sharma,PW,4,2,11,18.18,4,0.5,11,222,37,300,9,8.11,33.33,24.67
,208311,2012,R Shukla,MI,,,,,,,1,18,3,31,,10.33,,
201172,201209,2012,R Vinay Kumar,RCB,7,68,63,107.94,5,13.6,14,335,55.5,480,19,8.6,25.26,17.63
200311,200371,2012,RA Jadeja,CSK,14,191,151,126.49,12,15.92,14,210,35,273,12,7.8,22.75,17.5
200339,,2012,RE Levi,MI,6,83,73,113.7,6,13.83,,,,,,,,
,200449,2012,RE van der Merwe,DD,,,,,,,3,60,10,60,2,6,30,30
200388,212890,2012,RG Sharma,MI,16,433,342,126.61,14,30.93,1,6,1,16,,16,,
211449,210228,2012,RJ Harris,KXIP,2,18,11,163.64,1,18,5,108,18,130,8,7.22,16.25,13.5
208028,207790,2012,RJ Peterson,MI,5,32,31,103.23,3,10.67,4,48,8,70,3,8.75,23.33,16
202395,202492,2012,RN ten Doeschate,KKR,3,21,21,100,2,10.5,1,18,3,24,1,8,24,18
204781,204814,2012,RP Singh,MI,5,6,12,50,2,3,11,246,41,318,10,7.76,31.8,24.6
203118,203151,2012,RR Bhatkal,RCB,1,0,2,0,1,0,1,12,2,35,,17.5,,
,212540,2012,RR Powar,KXIP,,,,,,,1,18,3,32,,10.67,,
200608,,2012,RV Uthappa,PW,16,405,343,118.08,15,27,,,,,,,,
213125,,2012,S Anirudha,CSK,2,19,7,271.43,0,19,,,,,,,,
204670,204453,2012,S Aravind,RCB,1,14,8,175,0,14,1,18,3,48,,16,,
200288,,2012,S Badrinath,CSK,9,196,181,108.29,7,28,,,,,,,,
201458,205742,2012,S Dhawan,DeC,15,569,439,129.61,14,40.64,4,36,6,55,3,9.17,18.33,12
212074,200487,2012,S Nadeem,DD,1,0,2,0,0,0,12,270,45,318,8,7.07,39.75,33.75
200777,,2012,SA Yadav,MI,1,0,4,0,1,0,,,,,,,,
200323,200401,2012,SB Jakati,CSK,2,7,12,58.33,0,7,15,246,41,336,9,8.2,37.33,27.33
200591,206767,2012,SC Ganguly,PW,15,268,272,98.53,15,17.87,4,60,10,95,2,9.5,47.5,30
212522,,2012,SD Chitnis,KXIP,4,66,62,106.45,3,22,,,,,,,,
200986,,2012,SE Marsh,KXIP,13,336,282,119.15,11,30.55,,,,,,,,
200218,201491,2012,SK Raina,CSK,18,441,326,135.28,17,25.94,7,84,14,105,2,7.5,52.5,42
202980,200959,2012,SK Trivedi,RR,1,5,6,83.33,0,5,14,312,52,380,13,7.31,29.23,24
200818,200213,2012,SL Malinga,MI,6,55,53,103.77,6,9.17,14,333,55.3,350,22,6.31,15.91,15.14
201567,,2012,SP Goswami,RR,6,69,67,102.99,5,13.8,,,,,,,,
201796,201583,2012,SP Narine,KKR,2,9,7,128.57,1,9,15,355,59.1,324,24,5.48,13.5,14.79
200639,212415,2012,SPD Smith,PW,14,362,264,137.12,9,40.22,1,2,0.2,5,,15,,
200344,,2012,SR Tendulkar,MI,13,324,283,114.49,12,27,,,,,,,,
210060,210147,2012,SR Watson,RR,7,255,169,150.89,6,42.5,7,139,23.1,161,6,6.95,26.83,23.17
201126,,2012,SS Tiwary,RCB,11,191,169,113.02,8,23.88,,,,,,,,
207530,206468,2012,STR Binny,RR,6,90,67,134.33,4,22.5,6,60,10,78,3,7.8,26,20
,211351,2012,SW Tait,RR,,,,,,,6,138,23,151,6,6.57,25.17,23
202399,202512,2012,Shakib Al Hasan,KKR,7,91,73,124.66,6,15.17,8,180,30,195,12,6.5,16.25,15
217725,217503,2012,Sunny Gupta,DD,1,0,1,0,1,0,1,18,3,47,,15.67,,
202177,,2012,TL Suman,MI,2,15,19,78.95,2,7.5,,,,,,,,
205275,205159,2012,TM Dilshan,RCB,9,285,260,109.62,8,35.62,5,42,7,77,,11,,
,201374,2012,TP Sudhindra,DeC,,,,,,,3,70,11.4,136,1,11.66,136,70
215662,,2012,UBT Chand,DD,2,36,34,105.88,2,18,,,,,,,,
215784,200462,2012,UT Yadav,DD,3,2,7,28.57,2,1,17,366,61,453,19,7.43,23.84,19.26
201108,202339,2012,V Kohli,RCB,15,364,325,112,13,28,2,18,3,49,,16.33,,
209392,203842,2012,V Pratap Singh,DeC,1,0,1,0,1,0,9,204,34,296,10,8.71,29.6,20.4
200518,206627,2012,V Sehwag,DD,16,495,310,159.68,15,33,3,24,4,45,,11.25,,
212075,205639,2012,VR Aaron,DD,2,1,3,33.33,2,0.5,8,186,31,271,8,8.74,33.88,23.25
,204147,2012,VY Mahesh,CSK,,,,,,,4,56,9.2,81,3,8.68,27,18.67
200590,200741,2012,WD Parnell,PW,5,19,27,70.37,4,4.75,6,126,21,128,5,6.1,25.6,25.2
208708,,2012,WP Saha,CSK,1,6,14,42.86,1,6,,,,,,,,
201274,206662,2012,Y Nagar,DD,8,153,133,115.04,5,30.6,1,6,1,10,,10,,
201249,214841,2012,Y Venugopal Rao,DD,7,132,126,104.76,6,22,2,12,2,26,,13,,
200461,200578,2012,YK Pathan,KKR,16,194,169,114.79,10,19.4,12,132,22,182,3,8.27,60.67,44
202534,201203,2012,Z Khan,RCB,4,12,17,70.59,2,6,15,360,60,453,17,7.55,26.65,21.18
218576,218662,2013,A Ashish Reddy,SRH,10,125,89,140.45,6,20.83,5,40,6.4,70,3,10.5,23.33,13.33
224117,221845,2013,A Chandila,RR,1,4,6,66.67,0,4,8,150,25,156,6,6.24,26,25
221078,218632,2013,A Mishra,SRH,6,89,95,93.68,6,14.83,17,372,62,394,21,6.35,18.76,17.71
232297,232313,2013,A Mithun,RCB,1,2,2,100,1,2,1,24,4,37,1,9.25,37,24
227168,,2013,A Mukund,RCB,1,19,21,90.48,1,19,,,,,,,,
218102,218110,2013,A Nehra,DD,4,1,8,12.5,4,0.25,10,216,36,316,11,8.78,28.73,19.64
,223203,2013,AA Chavan,RR,,,,,,,3,54,9,63,1,7,63,54
223513,223353,2013,AB Agarkar,DD,2,12,16,75,1,12,4,60,10,92,,9.2,,
218701,218479,2013,AB Dinda,PW,5,9,11,81.82,2,4.5,13,294,49,465,16,9.49,29.06,18.38
222794,222610,2013,AB McDonald,RCB,1,0,2,0,1,0,1,12,2,17,1,8.5,17,12
220560,,2013,AB de Villiers,RCB,14,373,223,167.26,10,37.3,,,,,,,,
219324,234592,2013,AC Gilchrist,KXIP,13,294,229,128.38,12,24.5,1,1,0.1,0,1,0,0,1
223657,223672,2013,AD Mascarenhas,KXIP,1,5,5,100,0,5,1,24,4,25,,6.25,,
218689,218504,2013,AD Mathews,PW,10,172,139,123.74,7,24.57,10,186,31,240,5,7.74,48,37.2
218076,218177,2013,AD Russell,DD,2,11,14,78.57,2,5.5,3,42,7,68,,9.71,,
225213,225007,2013,AG Murtaza,PW,1,5,4,125,1,5,3,60,10,94,3,9.4,31.33,20
220741,221098,2013,AJ Finch,PW,14,456,336,135.71,14,32.57,3,24,4,49,1,12.25,49,24
218819,,2013,AL Menaria,RR,1,1,2,50,1,1,,,,,,,,
218660,222239,2013,AM Nayar,PW,9,66,73,90.41,6,11,3,48,8,59,2,7.38,29.5,24
218708,,2013,AM Rahane,RR,18,488,458,106.55,14,34.86,,,,,,,,
,230617,2013,AN Ahmed,MI,,,,,,,2,42,7,45,3,6.43,15,14
233624,,2013,AP Tare,MI,5,123,84,146.43,5,24.6,,,,,,,,
219188,218957,2013,AS Rajpoot,CSK,1,2,6,33.33,0,2,2,24,4,35,1,8.75,35,24
218427,,2013,AT Rayudu,MI,15,265,231,114.72,14,18.93,,,,,,,,
,220885,2013,Anand Rajan,SRH,,,,,,,2,48,8,42,2,5.25,21,24
,219427,2013,Ankit Sharma,SRH,,,,,,,1,12,2,17,,8.5,,
220239,219227,2013,Azhar Mahmood,KXIP,10,196,154,127.27,10,19.6,11,263,43.5,330,15,7.53,22,17.53
234731,,2013,B Chipli,DD,1,16,17,94.12,1,16,,,,,,,,
218695,218473,2013,B Kumar,PW,9,52,71,73.24,7,7.43,16,342,57,371,13,6.51,28.54,26.31
219187,218995,2013,B Laughlin,CSK,2,4,9,44.44,1,4,2,42,7,71,1,10.14,71,42
219875,217980,2013,B Lee,KKR,2,21,12,175,1,21,3,72,12,86,4,7.17,21.5,18
,226101,2013,BA Bhatt,KXIP,,,,,,,2,30,5,32,1,6.4,32,30
228857,224607,2013,BAW Mendis,PW,1,2,4,50,1,2,3,72,12,78,2,6.5,39,36
226809,,2013,BB McCullum,KKR,1,6,7,85.71,1,6,,,,,,,,
222851,,2013,BB Samantray,SRH,7,123,112,109.82,5,24.6,,,,,,,,
218802,234106,2013,BJ Hodge,RR,14,293,221,132.58,7,41.86,1,6,1,3,,3,,
222644,230443,2013,BJ Rohrer,DD,8,193,141,136.88,7,27.57,1,6,1,12,,12,,
220096,219967,2013,BMAJ Mendis,DD,3,23,27,85.19,3,7.67,2,30,5,36,1,7.2,36,30
,231102,2013,Bipul Sharma,KXIP,,,,,,,1,24,4,21,1,5.25,21,24
229305,,2013,CA Pujara,RCB,4,92,99,92.93,4,23,,,,,,,,
218219,225214,2013,CH Gayle,RCB,16,720,454,158.59,12,60,4,24,4,40,3,10,13.33,8
221590,220170,2013,CH Morris,CSK,6,14,16,87.5,2,7,16,300,50,401,15,8.02,26.73,20
218527,218650,2013,CL White,SRH,13,226,196,115.31,12,18.83,2,12,2,16,1,8,16,12
225443,,2013,CM Gautam,DD,3,44,34,129.41,2,22,,,,,,,,
222386,,2013,DA Miller,KXIP,12,418,254,164.57,7,59.71,,,,,,,,
217983,,2013,DA Warner,DD,16,410,324,126.54,14,29.29,,,,,,,,
222547,,2013,DB Das,KKR,6,75,74,101.35,5,15,,,,,,,,
218581,,2013,DB Ravi Teja,SRH,2,14,17,82.35,1,14,,,,,,,,
219757,,2013,DH Yagnik,RR,9,125,95,131.58,8,15.62,,,,,,,,
219105,218988,2013,DJ Bravo,CSK,12,121,106,114.15,8,15.12,18,375,62.3,497,32,7.95,15.53,11.72
219383,222483,2013,DJ Hussey,KXIP,11,235,209,112.44,10,23.5,4,66,11,91,,8.27,,
225789,225828,2013,DJG Sammy,SRH,9,174,132,131.82,6,29,9,134,22.2,168,8,7.52,21,16.75
,218951,2013,DP Nannes,CSK,,,,,,,5,119,19.5,158,4,7.97,39.5,29.75
217981,,2013,DPMD Jayawardene,DD,15,331,312,106.09,15,22.07,,,,,,,,
219020,224414,2013,DR Smith,MI,13,418,340,122.94,13,32.15,3,30,5,59,2,11.8,29.5,15
,226574,2013,DS Kulkarni,MI,,,,,,,6,112,18.4,151,8,8.09,18.88,14
218258,218350,2013,DT Christian,RCB,2,6,15,40,2,3,2,36,6,55,,9.17,,
219644,218588,2013,DW Steyn,SRH,8,53,36,147.22,2,26.5,17,407,67.5,399,19,5.88,21,21.42
218184,,2013,EJG Morgan,KKR,13,307,240,127.92,11,27.91,,,,,,,,
218110,,2013,G Gambhir,KKR,15,406,342,118.71,16,25.38,,,,,,,,
,229032,2013,GB Hogg,RR,,,,,,,1,20,3.2,31,,9.3,,
218554,219408,2013,GH Vihari,SRH,17,241,277,87,14,17.21,5,36,6,38,1,6.33,38,36
231926,231797,2013,GJ Maxwell,MI,3,36,27,133.33,2,18,2,12,2,23,,11.5,,
220194,,2013,Gurkeerat Singh,KXIP,9,108,95,113.68,8,13.5,,,,,,,,
218463,218276,2013,Harbhajan Singh,MI,13,116,79,146.84,6,19.33,19,420,70,456,24,6.51,19,17.5
232175,226132,2013,Harmeet Singh,KXIP,1,3,4,75,1,3,4,93,15.3,121,6,7.81,20.17,15.5
,220739,2013,Harmeet Singh,RR,,,,,,,4,93,15.3,121,6,7.81,20.17,15.5
,218594,2013,I Sharma,SRH,,,,,,,16,358,59.4,466,15,7.81,31.07,23.87
225217,224975,2013,IC Pandey,PW,1,0,2,0,1,0,2,24,4,50,1,12.5,50,24
218062,218104,2013,IK Pathan,DD,13,153,155,98.71,8,19.12,15,308,51.2,382,10,7.44,38.2,30.8
230696,225592,2013,Iqbal Abdulla,KKR,2,8,14,57.14,0,8,5,113,18.5,142,7,7.54,20.29,16.14
218054,218153,2013,J Botha,DD,6,43,52,82.69,6,7.17,6,100,16.4,109,5,6.54,21.8,20
222806,221522,2013,J Syed Mohammad,RCB,2,10,13,76.92,2,5,4,60,10,91,3,9.1,30.33,20
222299,223435,2013,JA Morkel,CSK,3,46,37,124.32,3,15.33,7,144,24,159,7,6.62,22.71,20.57
219522,218344,2013,JD Unadkat,RCB,2,2,2,100,0,2,13,294,49,370,13,7.55,28.46,22.62
,218250,2013,JDP Oram,MI,,,,,,,1,24,4,22,,5.5,,
218114,217986,2013,JH Kallis,KKR,15,311,322,96.58,15,20.73,15,318,53,394,16,7.43,24.62,19.88
,218244,2013,JJ Bumrah,MI,,,,,,,2,42,7,70,3,10,23.33,14
,224727,2013,JO Holder,CSK,,,,,,,6,120,20,168,2,8.4,84,60
220713,220765,2013,JP Faulkner,RR,9,57,57,100,5,11.4,16,379,63.1,427,28,6.76,15.25,13.54
231455,229898,2013,K Upadhyay,PW,1,1,1,100,0,1,2,30,5,48,,9.6,,
218464,218282,2013,KA Pollard,MI,18,420,278,151.08,10,42,14,186,31,292,10,9.42,29.2,18.6
218298,,2013,KB Arun Karthik,RCB,5,41,38,107.89,3,13.67,,,,,,,,
218500,,2013,KC Sangakkara,SRH,9,120,136,88.24,9,13.33,,,,,,,,
218389,,2013,KD Karthik,MI,19,510,411,124.09,18,28.33,,,,,,,,
218820,218874,2013,KK Cooper,RR,5,39,22,177.27,4,9.75,14,324,54,449,19,8.31,23.63,17.05
218292,,2013,KK Nair,RCB,2,9,12,75,2,4.5,,,,,,,,
222697,,2013,KL Rahul,RCB,2,20,16,125,2,10,,,,,,,,
220117,,2013,KM Jadhav,DD,10,152,123,123.58,7,21.71,,,,,,,,
221829,221640,2013,KV Sharma,SRH,7,85,86,98.84,4,21.25,13,209,34.5,230,12,6.6,19.17,17.42
227847,226923,2013,KW Richardson,PW,2,34,36,94.44,2,17,3,71,11.5,101,2,8.54,50.5,35.5
223889,218006,2013,L Balaji,KKR,2,9,10,90,1,9,13,300,50,387,12,7.74,32.25,25
228501,,2013,LA Pomersbach,KXIP,3,58,59,98.31,2,29,,,,,,,,
224584,224661,2013,LJ Wright,PW,5,106,59,179.66,5,21.2,5,59,9.5,100,2,10.17,50,29.5
219833,218054,2013,LR Shukla,KKR,2,3,12,25,2,1.5,2,18,3,22,1,7.33,22,18
218649,,2013,LRPL Taylor,PW,5,63,76,82.89,5,12.6,,,,,,,,
219521,218386,2013,M Kartik,RCB,2,2,3,66.67,1,2,11,234,39,284,9,7.28,31.56,26
225182,,2013,M Manhas,PW,2,13,17,76.47,0,13,,,,,,,,
220131,219916,2013,M Morkel,DD,6,57,29,196.55,5,11.4,10,240,40,335,7,8.38,47.86,34.29
,218374,2013,M Muralitharan,RCB,,,,,,,6,138,23,177,3,7.7,59,46
231424,,2013,M Rawat,PW,1,5,11,45.45,1,5,,,,,,,,
219078,,2013,M Vijay,CSK,15,312,286,109.09,14,22.29,,,,,,,,
219339,,2013,M Vohra,KXIP,10,161,117,137.61,8,20.12,,,,,,,,
218249,,2013,MA Agarwal,RCB,5,67,63,106.35,5,13.4,,,,,,,,
219446,219530,2013,MC Henriques,RCB,9,165,125,132,4,41.25,8,127,21.1,185,7,8.74,26.43,18.14
218017,,2013,MC Juneja,DD,7,125,128,97.66,7,17.86,,,,,,,,
218703,,2013,MDKJ Perera,RR,2,14,13,107.69,2,7,,,,,,,,
219077,,2013,MEK Hussey,CSK,17,733,566,129.51,14,52.36,,,,,,,,
223282,218219,2013,MG Johnson,MI,6,39,36,108.33,4,9.75,17,384,64,459,24,7.17,19.12,16
,233892,2013,MG Neser,KXIP,,,,,,,1,24,4,62,,15.5,,
218590,,2013,MK Pandey,PW,7,136,137,99.27,6,22.67,,,,,,,,
218149,,2013,MK Tiwary,KKR,9,146,140,104.29,8,18.25,,,,,,,,
,218225,2013,MM Patel,MI,,,,,,,4,90,15,137,3,9.13,45.67,30
229743,221364,2013,MM Sharma,CSK,2,0,5,0,1,0,15,304,50.4,326,20,6.43,16.3,15.2
218631,218466,2013,MN Samuels,PW,2,8,18,44.44,2,4,1,24,4,34,1,8.5,34,24
218688,219361,2013,MR Marsh,PW,8,140,106,132.08,7,20,7,117,19.3,182,7,9.33,26,16.71
