index_bat,index_bowl,season,player,team,innings_bat,runs_bat,balls_bat,sr_bat,dismissals_bat,avg_bat,innings_bowl,ballys_bowl,overs_bowl,runs_bowl,wickets_bowl,economy_bowl,avg_bowl,sr_bowl
2728,392,2017,MJ McClenaghan,MI,5,16,15,106.67,4,4,14,324,54,507,19,9.39,26.68,17.05
1458,,2017,MK Pandey,KKR,12,396,307,128.99,8,49.5,,,,,,,,
784,,2017,MK Tiwary,RPS,13,324,235,137.87,10,32.4,,,,,,,,
12217,3716,2017,MM Patel,GL,1,0,1,0,1,0,2,42,7,57,1,8.14,57,42
2470,719,2017,MM Sharma,KXIP,7,51,50,102,6,8.5,14,274,45.4,410,13,8.98,31.54,21.08
10352,9524,2017,MN Samuels,DD,4,29,31,93.55,4,7.25,2,18,3,34,,11.33,,
2391,761,2017,MP Stoinis,KXIP,3,17,24,70.83,3,5.67,5,63,10.3,110,2,10.48,55,31.5
469,,2017,MS Dhoni,RPS,15,290,250,116,11,26.36,,,,,,,,
,629,2017,MS Gony,GL,,,,,,,1,12,2,32,,16,,
126,,2017,Mandeep Singh,RCB,10,188,177,106.21,10,18.8,,,,,,,,
4431,4462,2017,Mohammad Nabi,SRH,1,2,3,66.67,1,2,3,66,11,58,2,5.27,29,33
4188,4231,2017,Mohammed Shami,DD,6,36,24,150,4,9,8,156,26,243,5,9.35,48.6,31.2
,4939,2017,Mohammed Siraj,SRH,,,,,,,6,138,23,212,10,9.22,21.2,13.8
,2272,2017,Mustafizur Rahman,SRH,,,,,,,1,16,2.4,34,,12.75,,
288,,2017,N Rana,MI,12,333,263,126.62,11,30.27,,,,,,,,
,6015,2017,NB Singh,GL,,,,,,,2,24,4,15,1,3.75,15,24
6358,4067,2017,NM Coulter-Nile,KKR,3,14,12,116.67,3,4.67,8,170,28.2,228,15,8.05,15.2,11.33
2213,,2017,NV Ojha,SRH,5,79,65,121.54,4,19.75,,,,,,,,
1312,617,2017,P Kumar,GL,2,8,9,88.89,1,8,6,99,16.3,151,6,9.15,25.17,16.5
1068,1202,2017,P Negi,RCB,10,144,111,129.73,8,18,12,193,32.1,197,17,6.12,11.59,11.35
248,,2017,PA Patel,MI,16,395,294,134.35,16,24.69,,,,,,,,
1177,972,2017,PJ Cummins,DD,8,77,53,145.28,5,15.4,12,277,46.1,373,15,8.08,24.87,18.47
8860,8875,2017,PJ Sangwan,GL,3,2,4,50,2,1,5,108,18,181,5,10.06,36.2,21.6
13498,501,2017,PP Chawla,KKR,1,2,6,33.33,1,2,6,120,20,179,6,8.95,29.83,20
2065,303,2017,R Bhatia,RPS,1,16,17,94.12,1,16,3,42,7,55,2,7.86,27.5,21
11221,11273,2017,R Tewatia,KXIP,2,19,11,172.73,1,19,3,54,9,49,3,5.44,16.33,18
,12491,2017,R Vinay Kumar,MI,,,,,,,1,18,3,31,2,10.33,15.5,9
4757,2870,2017,RA Jadeja,GL,10,158,113,139.82,4,39.5,12,228,38,349,5,9.18,69.8,45.6
2047,6875,2017,RA Tripathi,RPS,14,391,267,146.44,14,27.93,1,6,1,12,,12,,
2953,888,2017,RD Chahar,RPS,1,3,2,150,0,3,2,42,7,58,2,8.29,29,21
275,,2017,RG Sharma,MI,16,333,275,121.09,14,23.79,,,,,,,,
1131,,2017,RR Pant,DD,14,366,221,165.61,14,26.14,,,,,,,,
1454,,2017,RV Uthappa,KKR,13,388,235,165.11,13,29.85,,,,,,,,
2231,157,2017,Rashid Khan,SRH,3,11,9,122.22,2,5.5,14,324,54,358,17,6.63,21.06,19.06
231,26,2017,S Aravind,RCB,6,32,40,80,4,8,10,183,30.3,275,5,9.02,55,36.6
4056,2713,2017,S Badree,RCB,5,13,23,56.52,5,2.6,7,150,25,188,9,7.52,20.89,16.67
5,,2017,S Dhawan,SRH,14,479,377,127.06,13,36.85,,,,,,,,
10194,4455,2017,S Kaul,SRH,1,0,2,0,0,0,10,214,35.4,300,16,8.41,18.75,13.38
,637,2017,S Kaushik,GL,,,,,,,3,66,11,105,,9.55,,
1203,985,2017,S Nadeem,DD,3,2,9,22.22,3,0.67,7,107,17.5,119,6,6.67,19.83,17.83
1501,,2017,SA Yadav,KKR,7,105,89,117.98,6,17.5,,,,,,,,
,661,2017,SB Jakati,GL,,,,,,,2,30,5,52,,10.4,,
5056,,2017,SE Marsh,KXIP,8,264,192,137.5,8,33,,,,,,,,
515,1328,2017,SK Raina,GL,14,442,305,144.92,11,40.18,6,72,12,102,1,8.5,102,72
8091,1424,2017,SL Malinga,MI,2,7,3,233.33,0,7,12,269,44.5,382,11,8.52,34.73,24.45
2952,2968,2017,SN Thakur,RPS,3,0,3,0,3,0,12,229,38.1,315,11,8.25,28.64,20.82
7344,,2017,SP Jackson,KKR,3,38,31,122.58,2,19,,,,,,,,
1540,508,2017,SP Narine,KKR,14,224,130,172.31,13,17.23,15,354,59,412,10,6.98,41.2,35.4
393,,2017,SPD Smith,RPS,15,472,388,121.65,12,39.33,,,,,,,,
200,32,2017,SR Watson,RCB,7,71,78,91.03,6,11.83,8,161,26.5,245,5,9.13,49,32.2
,6009,2017,SS Agarwal,GL,,,,,,,1,24,4,42,1,10.5,42,24
3364,,2017,SS Iyer,DD,12,338,243,139.09,10,33.8,,,,,,,,
12328,,2017,SS Tiwary,MI,1,52,43,120.93,1,52,,,,,,,,
213,62,2017,STR Binny,RCB,7,78,76,102.63,5,15.6,4,36,6,50,4,8.33,12.5,9
1118,,2017,SV Samson,DD,14,386,273,141.39,14,27.57,,,,,,,,
1088,,2017,SW Billings,DD,6,138,103,133.98,6,23,,,,,,,,
208,,2017,Sachin Baby,RCB,3,15,15,100,3,5,,,,,,,,
3561,713,2017,Sandeep Sharma,KXIP,2,7,6,116.67,0,7,13,288,48,398,17,8.29,23.41,16.94
5400,5401,2017,Shakib Al Hasan,KKR,1,1,1,100,0,1,1,18,3,31,,10.33,,
11218,769,2017,Swapnil Singh,KXIP,2,12,19,63.16,2,6,4,42,7,61,1,8.71,61,42
,749,2017,T Natarajan,KXIP,,,,,,,6,76,12.4,115,2,9.08,57.5,38
12569,495,2017,TA Boult,KKR,1,5,8,62.5,0,5,6,143,23.5,216,5,9.06,43.2,28.6
362,373,2017,TG Southee,MI,1,7,3,233.33,1,7,3,60,10,96,3,9.6,32,20
161,44,2017,TM Head,RCB,7,151,108,139.81,5,30.2,5,48,8,81,2,10.12,40.5,24
238,0,2017,TS Mills,RCB,3,8,11,72.73,3,2.67,5,107,17.5,153,5,8.58,30.6,21.4
,1352,2017,Tejas Baroka,GL,,,,,,,1,21,3.3,33,,9.43,,
6368,2361,2017,UT Yadav,KKR,4,10,13,76.92,0,10,14,291,48.3,410,17,8.45,24.12,17.12
2590,,2017,V Kohli,RCB,10,308,252,122.22,10,30.8,,,,,,,,
2228,,2017,V Shankar,SRH,4,101,75,134.67,2,50.5,,,,,,,,
2476,1702,2017,VR Aaron,KXIP,2,4,10,40,1,4,6,120,20,163,7,8.15,23.29,17.14
1054,,2017,Vishnu Vinod,RCB,3,19,26,73.08,3,6.33,,,,,,,,
858,,2017,WP Saha,KXIP,11,234,187,125.13,10,23.4,,,,,,,,
6557,5770,2017,Washington Sundar,RPS,5,9,12,75,1,9,10,180,30,185,8,6.17,23.12,22.5
1475,550,2017,YK Pathan,KKR,11,143,117,122.22,8,17.88,4,24,4,41,1,10.25,41,24
236,20,2017,YS Chahal,RCB,6,13,26,50,3,4.33,13,261,43.3,333,14,7.66,23.79,18.64
66,4988,2017,Yuvraj Singh,SRH,11,252,176,143.18,9,28,2,12,2,22,1,11,22,12
1206,960,2017,Z Khan,DD,3,4,13,30.77,1,4,11,241,40.1,313,10,7.79,31.3,24.1
15805,15820,2018,A Dananjaya,MI,1,4,5,80,0,4,1,24,4,47,,11.75,,
19046,14244,2018,A Mishra,DD,1,1,2,50,0,1,10,222,37,264,12,7.14,22,18.5
14397,,2018,AB de Villiers,RCB,11,480,275,174.55,9,53.33,,,,,,,,
20268,,2018,AD Hales,SRH,6,148,119,124.37,6,24.67,,,,,,,,
23274,,2018,AD Nath,KXIP,1,9,13,69.23,1,9,,,,,,,,
14568,14425,2018,AD Russell,KKR,14,316,170,185.88,11,28.73,15,227,37.5,355,13,9.38,27.31,17.46
15471,,2018,AJ Finch,KXIP,9,134,100,134,8,16.75,,,,,,,,
15544,14139,2018,AJ Tye,KXIP,8,32,38,84.21,6,5.33,14,336,56,448,24,8,18.67,14
14590,,2018,AM Rahane,RR,14,370,313,118.21,13,28.46,,,,,,,,
15532,14126,2018,AR Patel,KXIP,8,80,69,115.94,6,13.33,8,156,26,218,3,8.38,72.67,52
19760,17879,2018,AS Rajpoot,KXIP,3,11,18,61.11,3,3.67,8,157,26.1,223,11,8.52,20.27,14.27
13986,,2018,AT Rayudu,CSK,16,602,401,150.12,14,43,,,,,,,,
24440,,2018,Abhishek Sharma,DD,3,63,33,190.91,1,63,,,,,,,,
,23847,2018,Ankit Sharma,RR,,,,,,,1,6,1,11,,11,,
25326,22814,2018,Anureet Singh,RR,1,3,4,75,0,3,3,24,4,42,1,10.5,42,24
,18810,2018,Avesh Khan,DD,,,,,,,6,114,19,204,4,10.74,51,28.5
23002,14590,2018,B Kumar,SRH,4,13,16,81.25,2,6.5,12,277,46.1,354,9,7.67,39.33,30.78
14711,14747,2018,B Laughlin,RR,2,1,4,25,1,1,7,126,21,211,9,10.05,23.44,14
15449,14597,2018,B Stanlake,SRH,1,5,2,250,0,5,4,96,16,130,5,8.12,26,19.2
14635,14760,2018,BA Stokes,RR,12,196,161,121.74,12,16.33,12,222,37,303,8,8.19,37.88,27.75
14346,,2018,BB McCullum,RCB,6,127,87,145.98,6,21.17,,,,,,,,
18923,16549,2018,BB Sran,KXIP,3,3,7,42.86,1,3,6,132,22,229,5,10.41,45.8,26.4
15298,15349,2018,BCJ Cutting,MI,6,96,58,165.52,4,24,7,102,17,168,2,9.88,84,51
19140,19256,2018,Basil Thampi,SRH,1,3,6,50,1,3,4,61,10.1,114,5,11.21,22.8,12.2
14108,,2018,C Munro,DD,4,63,41,153.66,5,12.6,,,,,,,,
19381,21200,2018,C de Grandhomme,RCB,8,131,84,155.95,5,26.2,7,90,15,129,2,8.6,64.5,45
14470,,2018,CA Lynn,KKR,16,491,377,130.24,15,32.73,,,,,,,,
16434,,2018,CH Gayle,KXIP,11,368,253,145.45,9,40.89,,,,,,,,
14202,14250,2018,CH Morris,DD,3,46,26,176.92,1,46,4,84,14,143,3,10.21,47.67,28
17078,16947,2018,CJ Anderson,RCB,3,17,22,77.27,3,5.67,3,52,8.4,115,3,13.27,38.33,17.33
,24488,2018,CJ Dala,DD,,,,,,,1,18,3,34,,11.33,,
,17387,2018,CJ Jordan,SRH,,,,,,,1,24,4,31,,7.75,,
26530,26596,2018,CR Brathwaite,SRH,4,75,48,156.25,3,25,4,61,10.1,94,5,9.25,18.8,12.2
14456,14473,2018,CR Woakes,RCB,4,17,19,89.47,2,8.5,5,110,18.2,190,8,10.36,23.75,13.75
14288,,2018,DA Miller,KXIP,3,74,63,117.46,2,37,,,,,,,,
14058,13929,2018,DJ Bravo,CSK,10,141,90,156.67,4,35.25,16,321,53.3,533,14,9.96,38.07,22.93
15396,17417,2018,DJ Hooda,SRH,8,87,81,107.41,4,21.75,2,18,3,24,,8,,
,21918,2018,DJ Willey,CSK,,,,,,,3,60,10,95,2,9.5,47.5,30
14592,14792,2018,DJM Short,RR,7,115,99,116.16,7,16.43,2,18,3,19,1,6.33,19,18
14063,13862,2018,DL Chahar,CSK,4,50,29,172.41,3,16.67,12,229,38.1,278,10,7.28,27.8,22.9
22091,,2018,DR Shorey,CSK,1,8,9,88.89,1,8,,,,,,,,
14698,14715,2018,DS Kulkarni,RR,2,6,7,85.71,1,6,8,119,19.5,188,4,9.48,47,29.75
14204,14274,2018,DT Christian,DD,3,26,32,81.25,2,13,4,71,11.5,101,4,8.54,25.25,17.75
13867,,2018,E Lewis,MI,13,382,276,138.41,13,29.38,,,,,,,,
18312,,2018,F du Plessis,CSK,6,162,129,125.58,5,32.4,,,,,,,,
14109,,2018,G Gambhir,DD,5,85,88,96.59,5,17,,,,,,,,
15170,15733,2018,GJ Maxwell,DD,12,169,120,140.83,12,14.08,10,96,16,132,5,8.25,26.4,19.2
17762,,2018,H Klaasen,RR,4,57,47,121.28,3,19,,,,,,,,
13938,14002,2018,HH Pandya,MI,13,260,196,132.65,9,28.89,13,256,42.4,381,18,8.93,21.17,14.22
23655,18248,2018,HV Patel,DD,2,60,33,181.82,1,60,5,105,17.3,167,7,9.54,23.86,15
14065,13899,2018,Harbhajan Singh,CSK,3,29,35,82.86,3,9.67,12,191,31.5,270,7,8.48,38.57,27.29
25302,20304,2018,IS Sodhi,RR,1,1,6,16.67,1,1,6,138,23,135,5,5.87,27,27.6
14088,13923,2018,Imran Tahir,CSK,1,2,2,100,0,2,6,124,20.4,188,6,9.1,31.33,20.67
13875,,2018,Ishan Kishan,MI,12,275,184,149.46,12,22.92,,,,,,,,
18783,18574,2018,JC Archer,RR,6,15,20,75,5,3,10,233,38.5,325,15,8.37,21.67,15.53
14674,,2018,JC Buttler,RR,13,548,353,155.24,10,54.8,,,,,,,,
14709,14721,2018,JD Unadkat,RR,5,49,38,128.95,4,12.25,15,302,50.2,486,11,9.66,44.18,27.45
15323,13996,2018,JJ Bumrah,MI,3,10,10,100,1,10,14,324,54,372,17,6.89,21.88,19.06
15814,,2018,JJ Roy,DD,5,120,95,126.32,4,30,,,,,,,,
21135,21004,2018,JP Duminy,MI,2,36,40,90,1,36,2,18,3,36,,12,,
24217,24230,2018,JPR Scantlebury-Searles,KKR,2,8,6,133.33,1,8,3,42,7,89,2,12.71,44.5,21
14679,14741,2018,K Gowtham,RR,13,126,64,196.88,9,14,15,240,40,312,11,7.8,28.36,21.82
,14505,2018,K Khejroliya,RCB,,,,,,,3,65,10.5,107,2,9.88,53.5,32.5
15262,,2018,KA Pollard,MI,8,133,99,134.34,7,19,,,,,,,,
14515,,2018,KD Karthik,KKR,16,498,336,148.21,10,49.8,,,,,,,,
13951,15355,2018,KH Pandya,MI,13,228,157,145.22,10,22.8,13,241,40.1,284,12,7.07,23.67,20.08
,27792,2018,KK Ahmed,SRH,,,,,,,1,18,3,38,,12.67,,
14262,,2018,KK Nair,KXIP,12,301,222,135.59,12,25.08,,,,,,,,
14232,,2018,KL Rahul,KXIP,14,659,415,158.8,12,54.92,,,,,,,,
,20884,2018,KM Asif,CSK,,,,,,,2,36,6,75,3,12.5,25,12
14024,,2018,KM Jadhav,CSK,1,24,21,114.29,0,24,,,,,,,,
14735,,2018,KS Williamson,SRH,17,735,515,142.72,14,52.5,,,,,,,,
,17864,2018,KV Sharma,CSK,,,,,,,5,57,9.3,89,4,9.37,22.25,14.25
20011,14358,2018,Kuldeep Yadav,KKR,3,12,24,50,1,12,16,308,51.2,418,17,8.14,24.59,18.12
,20878,2018,L Ngidi,CSK,,,,,,,7,156,26,156,11,6,14.18,14.18
19044,18828,2018,LE Plunkett,DD,2,1,3,33.33,1,1,7,150,25,225,4,9,56.25,37.5
21996,20677,2018,M Ashwin,RCB,1,1,2,50,1,1,2,42,7,53,3,7.57,17.67,14
15326,14020,2018,M Markande,MI,6,21,24,87.5,2,10.5,14,264,44,368,15,8.36,24.53,17.6
23599,22403,2018,M Prasidh Krishna,KKR,1,1,5,20,0,1,7,168,28,260,10,9.29,26,16.8
16551,,2018,M Vijay,CSK,1,12,10,120,1,12,,,,,,,,
18204,,2018,M Vohra,RCB,4,55,47,117.02,4,13.75,,,,,,,,
14238,,2018,MA Agarwal,KXIP,11,120,94,127.66,10,12,,,,,,,,
14080,13917,2018,MA Wood,CSK,1,1,3,33.33,1,1,1,24,4,49,,12.25,,
16048,14389,2018,MG Johnson,KKR,2,16,11,145.45,0,16,6,126,21,216,2,10.29,108,63
17016,13984,2018,MJ McClenaghan,MI,4,11,11,100,2,5.5,11,240,40,332,14,8.3,23.71,17.14
20472,20328,2018,MK Lomror,RR,2,20,21,95.24,1,20,2,18,3,27,,9,,
15382,,2018,MK Pandey,SRH,13,284,248,114.52,11,25.82,,,,,,,,
19741,19579,2018,MK Tiwary,KXIP,4,47,44,106.82,3,15.67,1,6,1,10,,10,,
23066,22879,2018,MM Ali,RCB,4,77,46,167.39,4,19.25,5,79,13.1,97,3,7.37,32.33,26.33
15563,14114,2018,MM Sharma,KXIP,4,10,13,76.92,1,10,9,178,29.4,322,7,10.85,46,25.43
14326,14165,2018,MP Stoinis,KXIP,7,99,76,130.26,4,24.75,6,66,11,120,3,10.91,40,22
14023,,2018,MS Dhoni,CSK,15,455,301,151.16,6,75.83,,,,,,,,
14434,,2018,Mandeep Singh,RCB,13,252,187,134.76,10,25.2,,,,,,,,
19106,19178,2018,Mohammad Nabi,SRH,2,18,12,150,2,9,2,30,5,47,1,9.4,47,30
16874,14238,2018,Mohammed Shami,DD,1,7,6,116.67,1,7,4,83,13.5,144,3,10.41,48,27.67
17131,16916,2018,Mohammed Siraj,RCB,3,25,22,113.64,2,12.5,11,246,41,367,12,8.95,30.58,20.5
15567,14120,2018,Mujeeb Ur Rahman,KXIP,2,10,7,142.86,1,10,11,248,41.2,289,14,6.99,20.64,17.71
19280,13990,2018,Mustafizur Rahman,MI,1,1,3,33.33,1,1,7,165,27.3,230,7,8.36,32.86,23.57
14500,14431,2018,N Rana,KKR,15,304,232,131.03,14,21.71,5,37,6.1,44,4,7.14,11,9.25
22243,,2018,NV Ojha,DD,1,1,4,25,1,1,,,,,,,,
24042,,2018,P Chopra,RR,1,8,6,133.33,1,8,,,,,,,,
16381,16259,2018,P Negi,RCB,2,3,5,60,2,1.5,2,24,4,49,1,12.25,49,24
21918,,2018,PA Patel,RCB,6,153,109,140.37,5,30.6,,,,,,,,
15314,15331,2018,PJ Sangwan,MI,1,0,4,0,1,0,1,12,2,19,,9.5,,
16796,14352,2018,PP Chawla,KKR,5,27,34,79.41,4,6.75,15,294,49,412,14,8.41,29.43,21
18928,,2018,PP Shaw,DD,9,245,160,153.12,9,27.22,,,,,,,,
14352,,2018,Q de Kock,RCB,8,201,162,124.07,8,25.12,,,,,,,,
15535,14108,2018,R Ashwin,KXIP,8,102,71,143.66,8,12.75,14,304,50.4,410,10,8.09,41,30.4
14193,14286,2018,R Tewatia,DD,5,50,43,116.28,3,16.67,8,132,22,173,6,7.86,28.83,22
14584,14346,2018,R Vinay Kumar,KKR,1,6,3,200,0,6,2,23,3.5,65,2,16.96,32.5,11.5
14036,13905,2018,RA Jadeja,CSK,8,89,74,120.27,5,17.8,14,246,41,303,11,7.39,27.55,22.36
14648,,2018,RA Tripathi,RR,12,226,167,135.33,9,25.11,,,,,,,,
13862,,2018,RG Sharma,MI,14,286,215,133.02,12,23.83,,,,,,,,
18434,,2018,RK Bhui,SRH,1,0,5,0,1,0,,,,,,,,
14560,,2018,RK Singh,KKR,4,29,31,93.55,4,7.25,,,,,,,,
14173,,2018,RR Pant,DD,14,684,394,173.6,13,52.62,,,,,,,,
14479,,2018,RV Uthappa,KKR,16,351,265,132.45,16,21.94,,,,,,,,
15437,14635,2018,Rashid Khan,SRH,7,59,31,190.32,5,11.8,17,408,68,458,21,6.74,21.81,19.43
14717,,2018,S Dhawan,SRH,16,497,363,136.91,14,35.5,,,,,,,,
14681,14754,2018,S Gopal,RR,4,50,45,111.11,3,16.67,10,186,31,236,11,7.61,21.45,16.91
15438,14628,2018,S Kaul,SRH,3,3,14,21.43,3,1,17,396,66,547,21,8.29,26.05,18.86
,24470,2018,S Lamichhane,DD,,,,,,,3,72,12,82,5,6.83,16.4,14.4
16876,15067,2018,S Nadeem,DD,1,6,8,75,0,6,6,90,15,161,3,10.73,53.67,30
13887,,2018,SA Yadav,MI,14,512,384,133.33,14,36.57,,,,,,,,
14008,,2018,SK Raina,CSK,15,445,335,132.84,12,37.08,,,,,,,,
14436,,2018,SN Khan,RCB,6,51,41,124.39,5,10.2,,,,,,,,
27407,14858,2018,SN Thakur,CSK,1,15,5,300,0,15,13,280,46.4,431,16,9.24,26.94,17.5
26433,,2018,SP Goswami,SRH,3,52,39,133.33,3,17.33,,,,,,,,
14467,14383,2018,SP Narine,KKR,16,357,188,189.89,16,22.31,16,366,61,467,17,7.66,27.47,21.53
13984,13868,2018,SR Watson,CSK,15,555,358,155.03,14,39.64,11,168,28,251,6,8.96,41.83,28
14123,,2018,SS Iyer,DD,13,411,310,132.58,11,37.36,,,,,,,,
17843,17634,2018,STR Binny,RR,5,44,39,112.82,5,8.8,1,12,2,33,,16.5,,
14597,,2018,SV Samson,RR,15,441,320,137.81,14,31.5,,,,,,,,
15007,,2018,SW Billings,CSK,8,108,78,138.46,8,13.5,,,,,,,,
15443,15207,2018,Sandeep Sharma,SRH,3,0,4,0,2,0,12,264,44,333,12,7.57,27.75,22
15385,14609,2018,Shakib Al Hasan,SRH,13,239,195,122.56,11,21.73,17,342,57,456,14,8,32.57,24.43
16037,16146,2018,Shivam Mavi,KKR,3,13,15,86.67,3,4.33,9,168,28,270,5,9.64,54,33.6
16018,,2018,Shubman Gill,KKR,10,203,139,146.04,6,33.83,,,,,,,,
16888,14232,2018,TA Boult,DD,1,0,2,0,1,0,14,316,52.4,466,18,8.85,25.89,17.56
21114,20632,2018,TG Southee,RCB,4,52,46,113.04,2,26,8,174,29,261,5,9,52.2,34.8
14924,14968,2018,TK Curran,KKR,4,23,28,82.14,3,7.67,5,61,10.1,118,6,11.61,19.67,10.17
17126,14498,2018,UT Yadav,RCB,5,3,11,27.27,4,0.75,14,319,53.1,418,20,7.86,20.9,15.95
14356,,2018,V Kohli,RCB,14,530,380,139.47,11,48.18,,,,,,,,
14151,16745,2018,V Shankar,DD,9,212,148,143.24,4,53,4,30,5,58,1,11.6,58,30
14715,,2018,WP Saha,SRH,10,122,102,119.61,8,15.25,,,,,,,,
15684,14479,2018,Washington Sundar,RCB,5,65,38,171.05,3,21.67,7,120,20,192,4,9.6,48,30
15410,20448,2018,YK Pathan,SRH,13,260,200,130,9,28.89,1,12,2,14,1,7,14,12
26417,14467,2018,YS Chahal,RCB,1,0,4,0,0,0,14,300,50,363,12,7.26,30.25,25
14252,16593,2018,Yuvraj Singh,KXIP,6,65,73,89.04,6,10.83,2,12,2,23,,11.5,,
36375,29265,2019,A Mishra,DC,4,21,24,87.5,2,10.5,11,240,40,270,11,6.75,24.55,21.82
28181,,2019,AB de Villiers,RCB,13,442,287,154.01,10,44.2,,,,,,,,
32884,,2019,AD Nath,RCB,5,61,57,107.02,5,12.2,,,,,,,,
28562,28413,2019,AD Russell,KKR,13,514,249,206.43,10,51.4,12,181,30.1,287,11,9.51,26.09,16.45
35895,,2019,AJ Turner,RR,4,3,10,30,3,1,,,,,,,,
40429,29375,2019,AJ Tye,KXIP,1,0,2,0,0,0,6,132,22,233,3,10.59,77.67,44
28980,,2019,AM Rahane,RR,13,393,285,137.89,12,32.75,,,,,,,,
28711,28785,2019,AR Patel,DC,12,110,87,126.44,6,18.33,14,306,51,364,10,7.14,36.4,30.6
33947,32710,2019,AS Joseph,MI,1,15,13,115.38,0,15,3,52,8.4,87,6,10.04,14.5,8.67
,29022,2019,AS Rajpoot,KXIP,,,,,,,4,96,16,152,3,9.5,50.67,32
,38750,2019,AS Roy,MI,,,,,,,1,12,2,11,1,5.5,11,12
28258,,2019,AT Rayudu,CSK,17,282,302,93.38,12,23.5,,,,,,,,
35414,35231,2019,Abhishek Sharma,SRH,3,9,9,100,2,4.5,2,12,2,21,1,10.5,21,12
,35792,2019,Arshdeep Singh,KXIP,,,,,,,3,60,10,109,3,10.9,36.33,20
31327,31099,2019,Avesh Khan,DC,1,4,3,133.33,0,4,1,18,3,30,,10,,
32783,28485,2019,B Kumar,SRH,4,12,19,63.16,3,4,15,354,59,461,13,7.81,35.46,27.23
29086,28878,2019,BA Stokes,RR,9,123,97,126.8,6,20.5,6,102,17,189,6,11.12,31.5,17
39529,39291,2019,BB Sran,MI,1,3,3,100,0,3,2,24,4,51,,12.75,,
28824,28680,2019,BCJ Cutting,MI,3,18,17,105.88,2,9,1,12,2,27,1,13.5,27,12
41849,40111,2019,Basil Thampi,SRH,1,1,1,100,0,1,3,72,12,110,,9.17,,
35199,,2019,C Munro,DC,4,84,70,120,4,21,,,,,,,,
28205,29641,2019,C de Grandhomme,RCB,4,46,49,93.88,3,15.33,3,30,5,55,,11,,
28630,,2019,CA Ingram,DC,12,184,154,119.48,10,18.4,,,,,,,,
28485,,2019,CA Lynn,KKR,13,405,288,140.62,13,31.15,,,,,,,,
28858,,2019,CH Gayle,KXIP,13,490,319,153.61,12,40.83,,,,,,,,
31315,30346,2019,CH Morris,DC,6,32,37,86.49,6,5.33,9,198,33,306,13,9.27,23.54,15.23
34319,34398,2019,CR Brathwaite,KKR,2,11,10,110,2,5.5,2,18,3,29,,9.67,,
,29356,2019,CV Varun,KXIP,,,,,,,1,18,3,35,1,11.67,35,18
29523,,2019,DA Miller,KXIP,10,213,164,129.88,8,26.62,,,,,,,,
28362,,2019,DA Warner,SRH,12,692,481,143.87,10,69.2,,,,,,,,
29347,28251,2019,DJ Bravo,CSK,8,80,66,121.21,5,16,12,247,41.1,330,11,8.02,30,22.45
32033,35225,2019,DJ Hooda,SRH,7,64,64,100,6,10.67,2,12,2,21,1,10.5,21,12
31813,28148,2019,DL Chahar,CSK,2,7,9,77.78,2,3.5,17,387,64.3,482,22,7.47,21.91,17.59
38740,,2019,DR Shorey,CSK,1,5,8,62.5,1,5,,,,,,,,
29101,28852,2019,DS Kulkarni,RR,1,5,3,166.67,0,5,10,210,35,335,6,9.57,55.83,35
,36517,2019,DW Steyn,RCB,,,,,,,2,48,8,69,4,8.62,17.25,12
38590,,2019,E Lewis,MI,3,48,52,92.31,3,16,,,,,,,,
32315,,2019,F du Plessis,CSK,12,396,322,122.98,11,36,,,,,,,,
31190,29368,2019,GC Viljoen,KXIP,3,3,7,42.86,2,1.5,6,138,23,222,7,9.65,31.71,19.71
30573,31149,2019,GH Vihari,DC,2,4,8,50,2,2,1,6,1,9,,9,,
39243,,2019,Gurkeerat Singh,RCB,3,98,70,140,3,32.67,,,,,,,,
39238,,2019,H Klaasen,RCB,2,9,9,100,2,4.5,,,,,,,,
33592,33092,2019,HF Gurney,KKR,1,1,5,20,0,1,8,162,27,238,7,8.81,34,23.14
28797,28638,2019,HH Pandya,MI,15,409,211,193.84,9,45.44,16,255,42.3,390,14,9.18,27.86,18.21
31321,30364,2019,HV Patel,DC,1,0,2,0,1,0,2,48,8,77,2,9.62,38.5,24
38802,28154,2019,Harbhajan Singh,CSK,1,1,3,33.33,1,1,11,264,44,312,16,7.09,19.5,16.5
36983,37030,2019,Harpreet Brar,KXIP,1,20,12,166.67,0,20,2,30,5,48,,9.6,,
42094,28736,2019,I Sharma,DC,1,10,3,333.33,0,10,13,276,46,349,13,7.59,26.85,21.23
40634,35706,2019,IS Sodhi,RR,1,6,11,54.55,1,6,2,43,7.1,67,4,9.35,16.75,10.75
,28203,2019,Imran Tahir,CSK,,,,,,,17,386,64.2,431,26,6.7,16.58,14.85
32592,,2019,Ishan Kishan,MI,6,101,101,100,6,16.83,,,,,,,,
40040,39851,2019,J Suchith,DC,1,6,15,40,1,6,1,24,4,28,2,7,14,12
,36287,2019,J Yadav,MI,,,,,,,2,42,7,50,1,7.14,50,42
29095,28872,2019,JC Archer,RR,5,67,40,167.5,2,33.5,11,258,43,291,11,6.77,26.45,23.45
28986,,2019,JC Buttler,RR,8,311,206,150.97,8,38.88,,,,,,,,
29097,28897,2019,JD Unadkat,RR,2,1,3,33.33,1,1,11,224,37.2,398,10,10.66,39.8,22.4
29718,28632,2019,JJ Bumrah,MI,1,0,1,0,0,0,16,374,62.2,417,20,6.69,20.85,18.7
