index,season,player,team,innings,runs,balls,strike_rate,dismissals,average
68662,2021,Anuj Rawat,Rajasthan Royals,1,0,1,0.0,1.0,0.0
70320,2021,TH David,Royal Challengers Bangalore,1,1,3,33.33,1.0,1.0
71414,2021,LH Ferguson,Kolkata Knight Riders,1,18,10,180.0,0.0,18.0
71444,2022,RD Gaikwad,Chennai Super Kings,14,368,291,126.46,14.0,26.29
71449,2022,RV Uthappa,Chennai Super Kings,11,230,172,133.72,11.0,20.91
71453,2022,DP Conway,Chennai Super Kings,7,252,172,146.51,6.0,42.0
71472,2022,AT Rayudu,Chennai Super Kings,11,274,224,122.32,11.0,24.91
71495,2022,RA Jadeja,Chennai Super Kings,10,116,99,117.17,6.0,19.33
71501,2022,S Dube,Chennai Super Kings,11,289,184,157.07,10.0,28.9
71513,2022,MS Dhoni,Chennai Super Kings,12,232,187,124.06,7.0,33.14
71570,2022,AM Rahane,Kolkata Knight Riders,7,133,128,103.91,7.0,19.0
71576,2022,VR Iyer,Kolkata Knight Riders,12,182,169,107.69,11.0,16.55
71608,2022,N Rana,Kolkata Knight Riders,14,361,251,143.82,13.0,27.77
71632,2022,SS Iyer,Kolkata Knight Riders,14,401,299,134.11,13.0,30.85
71640,2022,SW Billings,Kolkata Knight Riders,8,169,137,123.36,7.0,24.14
71675,2022,SP Jackson,Kolkata Knight Riders,5,23,26,88.46,4.0,5.75
71681,2022,RG Sharma,Mumbai Indians,14,268,222,120.72,14.0,19.14
71687,2022,Ishan Kishan,Mumbai Indians,14,418,347,120.46,13.0,32.15
71732,2022,Anmolpreet Singh,Mumbai Indians,2,13,13,100.0,2.0,6.5
71746,2022,Tilak Varma,Mumbai Indians,14,397,303,131.02,11.0,36.09
71768,2022,KA Pollard,Mumbai Indians,11,144,134,107.46,10.0,14.4
71777,2022,TH David,Mumbai Indians,8,186,86,216.28,5.0,37.2
71797,2022,DR Sams,Mumbai Indians,10,38,36,105.56,7.0,5.43
71803,2022,PP Shaw,Delhi Capitals,10,283,185,152.97,10.0,28.3
71806,2022,TL Seifert,Delhi Capitals,2,24,19,126.32,2.0,12.0
71826,2022,Mandeep Singh,Delhi Capitals,3,18,23,78.26,3.0,6.0
71828,2022,RR Pant,Delhi Capitals,13,340,224,151.79,11.0,30.91
71831,2022,Lalit Yadav,Delhi Capitals,8,161,144,111.81,7.0,23.0
71864,2022,R Powell,Delhi Capitals,12,250,167,149.7,10.0,25.0
71866,2022,SN Thakur,Delhi Capitals,10,120,87,137.93,8.0,15.0
71888,2022,AR Patel,Delhi Capitals,10,182,120,151.67,4.0,45.5
71920,2022,F du Plessis,Royal Challengers Bangalore,16,468,369,126.83,15.0,31.2
71925,2022,Anuj Rawat,Royal Challengers Bangalore,8,129,118,109.32,8.0,16.12
71966,2022,V Kohli,Royal Challengers Bangalore,16,341,294,115.99,15.0,22.73
72030,2022,KD Karthik,Royal Challengers Bangalore,16,330,179,184.36,6.0,55.0
72047,2022,MA Agarwal,Punjab Kings,12,196,160,122.5,12.0,16.33
72048,2022,S Dhawan,Punjab Kings,14,460,373,123.32,12.0,38.33
72092,2022,PBB Rajapaksa,Punjab Kings,9,206,129,159.69,9.0,22.89
72117,2022,LS Livingstone,Punjab Kings,14,437,241,181.33,12.0,36.42
72130,2022,RA Bawa,Punjab Kings,2,11,14,78.57,2.0,5.5
72131,2022,M Shahrukh Khan,Punjab Kings,8,117,108,108.33,7.0,16.71
72143,2022,OF Smith,Punjab Kings,6,51,45,113.33,3.0,17.0
72173,2022,KL Rahul,Lucknow Super Giants,14,616,457,134.79,12.0,51.33
72174,2022,E Lewis,Lucknow Super Giants,5,73,56,130.36,3.0,24.33
72175,2022,Q de Kock,Lucknow Super Giants,15,508,340,149.41,14.0,36.29
72188,2022,MK Pandey,Lucknow Super Giants,6,88,80,110.0,6.0,14.67
72195,2022,DJ Hooda,Lucknow Super Giants,14,451,330,136.67,14.0,32.21
72202,2022,A Badoni,Lucknow Super Giants,11,161,130,123.85,8.0,20.12
72271,2022,KH Pandya,Lucknow Super Giants,13,183,145,126.21,9.0,20.33
72295,2022,PVD Chameera,Lucknow Super Giants,7,43,28,153.57,4.0,10.75
72297,2022,Shubman Gill,Gujarat Titans,16,483,363,133.06,14.0,34.5
72300,2022,V Shankar,Gujarat Titans,4,19,35,54.29,4.0,4.75
72304,2022,MS Wade,Gujarat Titans,10,157,138,113.77,10.0,15.7
72311,2022,HH Pandya,Gujarat Titans,15,487,371,131.27,11.0,44.27
72360,2022,DA Miller,Gujarat Titans,16,481,336,143.15,7.0,68.71
72370,2022,R Tewatia,Gujarat Titans,12,217,147,147.62,7.0,31.0
72405,2022,A Manohar,Gujarat Titans,7,108,75,144.0,6.0,18.0
72418,2022,JC Buttler,Rajasthan Royals,17,863,576,149.83,15.0,57.53
72425,2022,YBK Jaiswal,Rajasthan Royals,10,258,192,134.38,10.0,25.8
72460,2022,SV Samson,Rajasthan Royals,17,458,311,147.27,16.0,28.62
72472,2022,D Padikkal,Rajasthan Royals,17,376,307,122.48,17.0,22.12
72521,2022,SO Hetmyer,Rajasthan Royals,15,314,204,153.92,7.0,44.86
72523,2022,R Parag,Rajasthan Royals,14,183,133,137.59,11.0,16.64
72544,2022,NM Coulter-Nile,Rajasthan Royals,1,1,2,50.0,0.0,1.0
72548,2022,KS Williamson,Sunrisers Hyderabad,12,216,231,93.51,11.0,19.64
72554,2022,Abhishek Sharma,Sunrisers Hyderabad,14,426,320,133.12,14.0,30.43
72558,2022,RA Tripathi,Sunrisers Hyderabad,14,413,260,158.85,12.0,34.42
72567,2022,N Pooran,Sunrisers Hyderabad,13,306,212,144.34,8.0,38.25
72578,2022,AK Markram,Sunrisers Hyderabad,12,381,273,139.56,8.0,47.62
72600,2022,Abdul Samad,Sunrisers Hyderabad,2,4,7,57.14,2.0,2.0
72612,2022,R Shepherd,Sunrisers Hyderabad,3,58,41,141.46,2.0,29.0
72644,2022,Washington Sundar,Sunrisers Hyderabad,7,101,69,146.38,7.0,14.43
72665,2022,B Kumar,Sunrisers Hyderabad,6,24,25,96.0,3.0,8.0
72709,2022,SP Narine,Kolkata Knight Riders,9,71,40,177.5,8.0,8.88
72730,2022,AD Russell,Kolkata Knight Riders,12,335,191,175.39,9.0,37.22
72744,2022,TG Southee,Kolkata Knight Riders,5,2,12,16.67,4.0,0.5
72758,2022,UT Yadav,Kolkata Knight Riders,7,55,40,137.5,4.0,13.75
72762,2022,CV Varun,Kolkata Knight Riders,3,12,18,66.67,0.0,12.0
72801,2022,SE Rutherford,Royal Challengers Bangalore,2,33,50,66.0,2.0,16.5
72805,2022,DJ Willey,Royal Challengers Bangalore,2,18,30,60.0,2.0,9.0
72857,2022,Shahbaz Ahmed,Royal Challengers Bangalore,11,219,181,120.99,8.0,27.38
72897,2022,PWH de Silva,Royal Challengers Bangalore,7,38,44,86.36,7.0,5.43
72900,2022,HV Patel,Royal Challengers Bangalore,7,43,39,110.26,5.0,8.6
72925,2022,MM Ali,Chennai Super Kings,10,244,177,137.85,10.0,24.4
73028,2022,D Pretorius,Chennai Super Kings,5,44,28,157.14,4.0,11.0
73029,2022,DJ Bravo,Chennai Super Kings,6,23,24,95.83,2.0,11.5
73222,2022,Harpreet Brar,Punjab Kings,3,22,25,88.0,3.0,7.33
73252,2022,RD Chahar,Punjab Kings,8,77,68,113.24,6.0,12.83
73254,2022,K Rabada,Punjab Kings,7,48,42,114.29,5.0,9.6
73278,2022,Arshdeep Singh,Punjab Kings,6,21,29,72.41,3.0,7.0
73490,2022,R Ashwin,Rajasthan Royals,12,191,135,141.48,7.0,27.29
73492,2022,Navdeep Saini,Rajasthan Royals,1,2,2,100.0,1.0,2.0
73494,2022,TA Boult,Rajasthan Royals,7,40,29,137.93,2.0,20.0
73593,2022,M Ashwin,Mumbai Indians,4,12,14,85.71,3.0,4.0
73619,2022,JJ Bumrah,Mumbai Indians,4,0,8,0.0,2.0,0.0
73750,2022,Rashid Khan,Gujarat Titans,8,91,44,206.82,4.0,22.75
73851,2022,Kuldeep Yadav,Delhi Capitals,7,48,52,92.31,1.0,48.0
73858,2022,KK Ahmed,Delhi Capitals,2,0,2,0.0,2.0,0.0
73859,2022,Mustafizur Rahman,Delhi Capitals,1,3,5,60.0,0.0,3.0
73943,2022,JM Sharma,Punjab Kings,10,234,144,162.5,8.0,29.25
74005,2022,VG Arora,Punjab Kings,4,5,13,38.46,2.0,2.5
74105,2022,CJ Jordan,Chennai Super Kings,2,11,8,137.5,1.0,11.0
74114,2022,Mukesh Choudhary,Chennai Super Kings,2,6,6,100.0,1.0,6.0
74231,2022,JO Holder,Lucknow Super Giants,8,58,44,131.82,6.0,9.67
74364,2022,Umran Malik,Sunrisers Hyderabad,4,4,8,50.0,1.0,4.0
74630,2022,D Brevis,Mumbai Indians,7,161,113,142.48,7.0,23.0
74660,2022,SA Yadav,Mumbai Indians,8,303,206,147.09,7.0,43.29
74813,2022,PJ Cummins,Kolkata Knight Riders,5,63,23,273.91,4.0,15.75
74832,2022,DA Warner,Delhi Capitals,12,432,285,151.58,9.0,48.0
74896,2022,SN Khan,Delhi Capitals,5,91,67,135.82,3.0,30.33
75092,2022,JM Bairstow,Punjab Kings,11,253,174,145.4,11.0,23.0
75221,2022,B Sai Sudharsan,Gujarat Titans,5,145,113,128.32,4.0,36.25
75621,2022,Ramandeep Singh,Mumbai Indians,4,45,39,115.38,2.0,22.5
75640,2022,JD Unadkat,Mumbai Indians,5,59,37,159.46,3.0,19.67
75793,2022,GJ Maxwell,Royal Challengers Bangalore,13,301,177,170.06,11.0,27.36
76021,2022,Rasikh Salam,Kolkata Knight Riders,1,7,6,116.67,1.0,7.0
76096,2022,HE van der Dussen,Rajasthan Royals,3,22,24,91.67,2.0,11.0
76168,2022,K Gowtham,Lucknow Super Giants,1,0,1,0.0,1.0,0.0
76261,2022,MP Stoinis,Lucknow Super Giants,10,156,106,147.17,8.0,19.5
76277,2022,Avesh Khan,Lucknow Super Giants,4,22,13,169.23,1.0,22.0
76705,2022,SS Prabhudessai,Royal Challengers Bangalore,5,67,58,115.52,5.0,13.4
76760,2022,Akash Deep,Royal Challengers Bangalore,1,0,2,0.0,1.0,0.0
76762,2022,Mohammed Siraj,Royal Challengers Bangalore,4,30,33,90.91,2.0,15.0
76776,2022,JR Hazlewood,Royal Challengers Bangalore,5,18,26,69.23,0.0,18.0
77043,2022,TS Mills,Mumbai Indians,2,0,3,0.0,1.0,0.0
77248,2022,JDS Neesham,Rajasthan Royals,2,31,27,114.81,2.0,15.5
77269,2022,M Prasidh Krishna,Rajasthan Royals,2,6,12,50.0,1.0,6.0
77275,2022,YS Chahal,Rajasthan Royals,1,5,8,62.5,1.0,5.0
77288,2022,KR Sen,Rajasthan Royals,1,0,3,0.0,0.0,0.0
77292,2022,AJ Finch,Kolkata Knight Riders,5,86,61,140.98,5.0,17.2
77405,2022,Aman Hakim Khan,Kolkata Knight Riders,1,5,3,166.67,1.0,5.0
77747,2022,FA Allen,Mumbai Indians,1,8,7,114.29,1.0,8.0
77930,2022,MR Marsh,Delhi Capitals,8,251,189,132.8,8.0,31.38
78029,2022,P Simran Singh,Punjab Kings,1,14,11,127.27,1.0,14.0
78391,2022,WP Saha,Gujarat Titans,11,317,259,122.39,10.0,31.7
78505,2022,AS Joseph,Gujarat Titans,3,5,7,71.43,1.0,5.0
78619,2022,KK Nair,Rajasthan Royals,2,16,18,88.89,2.0,8.0
78751,2022,Shivam Mavi,Kolkata Knight Riders,3,3,7,42.86,2.0,1.5
79023,2022,Ravi Bishnoi,Lucknow Super Giants,1,0,1,0.0,0.0,0.0
79107,2022,NT Ellis,Punjab Kings,1,0,2,0.0,1.0,0.0
79260,2022,HR Shokeen,Mumbai Indians,2,43,48,89.58,2.0,21.5
79338,2022,MJ Santner,Chennai Super Kings,4,22,27,81.48,2.0,11.0
79838,2022,LH Ferguson,Gujarat Titans,2,5,4,125.0,2.0,2.5
79842,2022,Yash Dayal,Gujarat Titans,1,0,1,0.0,1.0,0.0
79870,2022,RK Singh,Kolkata Knight Riders,7,174,117,148.72,5.0,34.8
80661,2022,DJ Mitchell,Rajasthan Royals,2,33,44,75.0,2.0,16.5
80769,2022,RM Patidar,Royal Challengers Bangalore,7,333,218,152.75,6.0,55.5
80996,2022,Shashank Singh,Sunrisers Hyderabad,5,69,47,146.81,4.0,17.25
80999,2022,M Jansen,Sunrisers Hyderabad,2,9,7,128.57,1.0,9.0
81160,2022,B Indrajith,Kolkata Knight Riders,3,21,30,70.0,3.0,7.0
81255,2022,Harshit Rana,Kolkata Knight Riders,2,2,2,100.0,1.0,2.0
81483,2022,Mohsin Khan,Lucknow Super Giants,3,23,16,143.75,1.0,23.0
81583,2022,R Dhawan,Punjab Kings,4,37,40,92.5,2.0,18.5
81738,2022,MK Lomror,Royal Challengers Bangalore,5,86,57,150.88,5.0,17.2
82975,2022,PJ Sangwan,Gujarat Titans,1,2,5,40.0,1.0,2.0
83334,2022,Simarjeet Singh,Chennai Super Kings,3,7,8,87.5,1.0,7.0
83341,2022,M Theekshana,Chennai Super Kings,2,7,7,100.0,1.0,7.0
83566,2022,SA Abbott,Sunrisers Hyderabad,1,7,5,140.0,1.0,7.0
83578,2022,S Gopal,Sunrisers Hyderabad,1,9,7,128.57,0.0,9.0
83585,2022,Kartik Tyagi,Sunrisers Hyderabad,2,7,6,116.67,2.0,3.5
84296,2022,AS Roy,Kolkata Knight Riders,1,0,2,0.0,1.0,0.0
84511,2022,J Suchith,Sunrisers Hyderabad,2,2,8,25.0,2.0,1.0
84539,2022,Fazalhaq Farooqi,Sunrisers Hyderabad,1,2,8,25.0,0.0,2.0
84693,2022,KS Bharat,Delhi Capitals,2,8,7,114.29,2.0,4.0
84742,2022,RV Patel,Delhi Capitals,1,6,3,200.0,1.0,6.0
84780,2022,A Nortje,Delhi Capitals,1,1,6,16.67,0.0,1.0
85014,2022,K Kartikeya,Mumbai Indians,1,3,5,60.0,1.0,3.0
85027,2022,RP Meredith,Mumbai Indians,1,0,1,0.0,0.0,0.0
85184,2022,KS Sharma,Lucknow Super Giants,1,4,4,100.0,1.0,4.0
85613,2022,T Stubbs,Mumbai Indians,2,2,4,50.0,2.0,1.0
86234,2022,N Jagadeesan,Chennai Super Kings,2,40,37,108.11,1.0,40.0
86928,2022,PK Garg,Sunrisers Hyderabad,2,46,33,139.39,2.0,23.0
87166,2022,R Sanjay Yadav,Mumbai Indians,1,0,2,0.0,1.0,0.0
87307,2022,A Tomar,Kolkata Knight Riders,1,4,8,50.0,1.0,4.0
88378,2022,PN Mankad,Punjab Kings,1,4,1,400.0,0.0,4.0
88765,2022,M Vohra,Lucknow Super Giants,1,19,12,158.33,1.0,19.0
89228,2022,OC McCoy,Rajasthan Royals,1,8,5,160.0,1.0,8.0
89356,2023,DP Conway,Chennai Super Kings,15,672,480,140.0,13.0,51.69
89358,2023,RD Gaikwad,Chennai Super Kings,15,590,399,147.87,14.0,42.14
89370,2023,MM Ali,Chennai Super Kings,10,124,90,137.78,7.0,17.71
89392,2023,BA Stokes,Chennai Super Kings,2,15,14,107.14,2.0,7.5
89403,2023,AT Rayudu,Chennai Super Kings,12,158,113,139.82,10.0,15.8
89434,2023,S Dube,Chennai Super Kings,14,418,265,157.74,11.0,38.0
89460,2023,RA Jadeja,Chennai Super Kings,12,190,133,142.86,8.0,23.75
89463,2023,MS Dhoni,Chennai Super Kings,12,104,54,192.59,4.0,26.0
89468,2023,MJ Santner,Chennai Super Kings,2,2,4,50.0,0.0,2.0
89477,2023,WP Saha,Gujarat Titans,17,371,287,129.27,16.0,23.19
89481,2023,Shubman Gill,Gujarat Titans,17,890,561,158.65,15.0,59.33
89502,2023,B Sai Sudharsan,Gujarat Titans,8,362,254,142.52,7.0,51.71
89537,2023,HH Pandya,Gujarat Titans,15,346,252,137.3,11.0,31.45
89553,2023,V Shankar,Gujarat Titans,10,301,188,160.11,8.0,37.62
89573,2023,R Tewatia,Gujarat Titans,10,87,57,152.63,4.0,21.75
89593,2023,Rashid Khan,Gujarat Titans,9,130,61,213.11,4.0,32.5
89599,2023,P Simran Singh,Punjab Kings,14,358,238,150.42,14.0,25.57
89611,2023,S Dhawan,Punjab Kings,11,373,261,142.91,9.0,41.44
89615,2023,PBB Rajapaksa,Punjab Kings,4,71,62,114.52,4.0,17.75
89667,2023,JM Sharma,Punjab Kings,14,309,197,156.85,13.0,23.77
89682,2023,Sikandar Raza,Punjab Kings,7,139,98,141.84,5.0,27.8
89688,2023,SM Curran,Punjab Kings,13,276,203,135.96,10.0,27.6
89709,2023,M Shahrukh Khan,Punjab Kings,12,156,94,165.96,7.0,22.29
89722,2023,Mandeep Singh,Kolkata Knight Riders,3,14,16,87.5,3.0,4.67
89724,2023,Rahmanullah Gurbaz,Kolkata Knight Riders,11,227,169,134.32,11.0,20.64
89729,2023,AS Roy,Kolkata Knight Riders,4,23,19,121.05,2.0,11.5
89737,2023,VR Iyer,Kolkata Knight Riders,14,404,276,146.38,14.0,28.86
89748,2023,N Rana,Kolkata Knight Riders,14,413,292,141.44,13.0,31.77
89779,2023,RK Singh,Kolkata Knight Riders,14,474,314,150.96,8.0,59.25
89784,2023,AD Russell,Kolkata Knight Riders,14,227,156,145.51,11.0,20.64
89814,2023,SN Thakur,Kolkata Knight Riders,9,113,70,161.43,8.0,14.12
89818,2023,SP Narine,Kolkata Knight Riders,10,21,25,84.0,7.0,3.0
89821,2023,KL Rahul,Lucknow Super Giants,9,274,241,113.69,8.0,34.25
89822,2023,KR Mayers,Lucknow Super Giants,13,379,258,146.9,13.0,29.15
89846,2023,DJ Hooda,Lucknow Super Giants,12,84,90,93.33,11.0,7.64
89888,2023,KH Pandya,Lucknow Super Giants,14,188,164,114.63,11.0,17.09
89890,2023,MP Stoinis,Lucknow Super Giants,15,408,272,150.0,13.0,31.38
89906,2023,N Pooran,Lucknow Super Giants,15,358,207,172.95,12.0,29.83
89934,2023,A Badoni,Lucknow Super Giants,12,238,172,138.37,10.0,23.8
89945,2023,K Gowtham,Lucknow Super Giants,7,61,37,164.86,4.0,15.25
89946,2023,PP Shaw,Delhi Capitals,8,106,85,124.71,8.0,13.25
89947,2023,DA Warner,Delhi Capitals,14,516,391,131.97,14.0,36.86
89976,2023,MR Marsh,Delhi Capitals,9,128,97,131.96,9.0,14.22
89977,2023,SN Khan,Delhi Capitals,4,53,61,86.89,4.0,13.25
89994,2023,RR Rossouw,Delhi Capitals,9,209,140,149.29,7.0,29.86
90026,2023,R Powell,Delhi Capitals,3,7,9,77.78,3.0,2.33
90033,2023,Aman Hakim Khan,Delhi Capitals,9,110,102,107.84,8.0,13.75
90044,2023,AR Patel,Delhi Capitals,13,283,201,140.8,10.0,28.3
90048,2023,Kuldeep Yadav,Delhi Capitals,10,31,48,64.58,2.0,15.5
90067,2023,C Sakariya,Delhi Capitals,2,4,6,66.67,1.0,4.0
90071,2023,Mukesh Kumar,Delhi Capitals,3,7,9,77.78,0.0,7.0
90072,2023,YBK Jaiswal,Rajasthan Royals,14,625,383,163.19,13.0,48.08
90076,2023,JC Buttler,Rajasthan Royals,14,392,281,139.5,14.0,28.0
90108,2023,SV Samson,Rajasthan Royals,14,362,236,153.39,12.0,30.17
90148,2023,D Padikkal,Rajasthan Royals,11,261,201,129.85,10.0,26.1
90158,2023,R Parag,Rajasthan Royals,7,78,65,120.0,6.0,13.0
90171,2023,SO Hetmyer,Rajasthan Royals,13,299,196,152.55,8.0,37.38
90185,2023,R Ashwin,Rajasthan Royals,9,67,51,131.37,6.0,11.17
90194,2023,Abhishek Sharma,Sunrisers Hyderabad,11,226,157,143.95,11.0,20.55
90197,2023,RA Tripathi,Sunrisers Hyderabad,13,273,212,128.77,12.0,22.75
90199,2023,HC Brook,Sunrisers Hyderabad,11,190,154,123.38,9.0,21.11
90200,2023,MA Agarwal,Sunrisers Hyderabad,10,270,209,129.19,10.0,27.0
90237,2023,Washington Sundar,Sunrisers Hyderabad,5,60,60,100.0,4.0,15.0
90245,2023,GD Phillips,Sunrisers Hyderabad,5,39,22,177.27,5.0,7.8
90252,2023,Abdul Samad,Sunrisers Hyderabad,8,169,127,133.07,4.0,42.25
90265,2023,AU Rashid,Sunrisers Hyderabad,2,22,15,146.67,2.0,11.0
90288,2023,B Kumar,Sunrisers Hyderabad,5,42,47,89.36,3.0,14.0
90306,2023,Umran Malik,Sunrisers Hyderabad,1,19,7,271.43,1.0,19.0
90320,2023,RG Sharma,Mumbai Indians,16,332,249,133.33,16.0,20.75
90321,2023,Ishan Kishan,Mumbai Indians,15,454,318,142.77,15.0,30.27
90335,2023,C Green,Mumbai Indians,16,452,281,160.85,9.0,50.22
90341,2023,SA Yadav,Mumbai Indians,16,605,334,181.14,14.0,43.21
90353,2023,Tilak Varma,Mumbai Indians,11,343,210,163.33,8.0,42.88
90374,2023,N Wadhera,Mumbai Indians,10,241,165,146.06,9.0,26.78
90405,2023,TH David,Mumbai Indians,15,231,145,159.31,9.0,25.67
90416,2023,HR Shokeen,Mumbai Indians,3,23,17,135.29,1.0,23.0
90426,2023,Arshad Khan,Mumbai Indians,3,18,15,120.0,2.0,9.0
90450,2023,V Kohli,Royal Challengers Bangalore,14,639,458,139.52,12.0,53.25
90451,2023,F du Plessis,Royal Challengers Bangalore,14,730,472,154.66,13.0,56.15
90542,2023,KD Karthik,Royal Challengers Bangalore,13,140,104,134.62,12.0,11.67
90546,2023,GJ Maxwell,Royal Challengers Bangalore,14,400,220,181.82,12.0,33.33
90809,2023,MA Wood,Lucknow Super Giants,2,11,5,220.0,1.0,11.0
90868,2023,Abishek Porel,Delhi Capitals,4,33,31,106.45,4.0,8.25
90935,2023,A Nortje,Delhi Capitals,7,37,29,127.59,3.0,12.33
91020,2023,DA Miller,Gujarat Titans,13,259,178,145.51,8.0,32.38
91274,2023,Dhruv Jurel,Rajasthan Royals,11,152,89,170.79,7.0,21.71
91302,2023,JO Holder,Rajasthan Royals,3,12,11,109.09,2.0,6.0
91431,2023,UT Yadav,Kolkata Knight Riders,5,19,18,105.56,2.0,9.5
91462,2023,MG Bracewell,Royal Challengers Bangalore,4,58,47,123.4,2.0,29.0
91477,2023,HV Patel,Royal Challengers Bangalore,2,6,6,100.0,2.0,3.0
91479,2023,Shahbaz Ahmed,Royal Challengers Bangalore,6,42,39,107.69,4.0,10.5
91502,2023,Anuj Rawat,Royal Challengers Bangalore,7,91,71,128.17,3.0,30.33
91507,2023,DJ Willey,Royal Challengers Bangalore,3,35,32,109.38,0.0,35.0
91511,2023,KV Sharma,Royal Challengers Bangalore,2,3,5,60.0,2.0,1.5
91521,2023,Akash Deep,Royal Challengers Bangalore,1,17,8,212.5,1.0,17.0
91540,2023,Anmolpreet Singh,Sunrisers Hyderabad,4,105,82,128.05,4.0,26.25
91588,2023,AK Markram,Sunrisers Hyderabad,13,248,197,125.89,11.0,22.55
91752,2023,R Shepherd,Lucknow Super Giants,1,0,1,0.0,1.0,0.0
91890,2023,MK Pandey,Delhi Capitals,9,160,147,108.84,9.0,17.78
91924,2023,Lalit Yadav,Delhi Capitals,6,66,59,111.86,5.0,13.2
92097,2023,T Stubbs,Mumbai Indians,2,25,31,80.65,2.0,12.5
92122,2023,PP Chawla,Mumbai Indians,4,25,22,113.64,2.0,12.5
92144,2023,AM Rahane,Chennai Super Kings,11,326,190,171.58,10.0,32.6
92330,2023,A Manohar,Gujarat Titans,6,114,84,135.71,6.0,19.0
92387,2023,N Jagadeesan,Kolkata Knight Riders,6,89,81,109.88,6.0,14.83
92505,2023,MW Short,Punjab Kings,6,117,92,127.17,6.0,19.5
92572,2023,Harpreet Brar,Punjab Kings,8,52,41,126.83,6.0,8.67
92576,2023,RD Chahar,Punjab Kings,2,0,9,0.0,2.0,0.0
92585,2023,NT Ellis,Punjab Kings,2,1,7,14.29,2.0,0.5
92608,2023,Mohit Rathee,Punjab Kings,1,1,2,50.0,0.0,1.0
92966,2023,JD Unadkat,Lucknow Super Giants,1,9,7,128.57,1.0,9.0
92981,2023,Ravi Bishnoi,Lucknow Super Giants,7,20,27,74.07,3.0,6.67
92984,2023,Avesh Khan,Lucknow Super Giants,1,0,1,0.0,0.0,0.0
93039,2023,YV Dhull,Delhi Capitals,3,16,23,69.57,3.0,5.33
93106,2023,Mustafizur Rahman,Delhi Capitals,1,1,1,100.0,0.0,1.0
93356,2023,A Zampa,Rajasthan Royals,3,10,16,62.5,3.0,3.33
93611,2023,R Dhawan,Punjab Kings,2,20,12,166.67,2.0,10.0
93848,2023,H Klaasen,Sunrisers Hyderabad,11,448,252,177.78,9.0,49.78
94017,2023,MK Lomror,Royal Challengers Bangalore,10,135,99,136.36,8.0,16.88
94359,2023,Yudhvir Singh,Lucknow Super Giants,2,1,2,50.0,2.0,0.5
94362,2023,Atharva Taide,Punjab Kings,7,186,129,144.19,7.0,26.57
94376,2023,Harpreet Singh,Punjab Kings,3,76,58,131.03,3.0,25.33
94480,2023,K Rabada,Punjab Kings,2,0,2,0.0,1.0,0.0
94960,2023,TA Boult,Rajasthan Royals,4,16,15,106.67,1.0,16.0
95192,2023,SS Prabhudessai,Royal Challengers Bangalore,4,35,29,120.69,4.0,8.75
95195,2023,WD Parnell,Royal Challengers Bangalore,1,2,5,40.0,1.0,2.0
95203,2023,PWH de Silva,Royal Challengers Bangalore,5,33,29,113.79,2.0,16.5
95431,2023,M Jansen,Sunrisers Hyderabad,6,39,43,90.7,3.0,13.0
95460,2023,M Markande,Sunrisers Hyderabad,3,21,13,161.54,0.0,21.0
95845,2023,LS Livingstone,Punjab Kings,9,279,168,166.07,8.0,34.88
95945,2023,JJ Roy,Kolkata Knight Riders,8,285,188,151.6,8.0,35.62
95948,2023,Liton Das,Kolkata Knight Riders,1,4,4,100.0,1.0,4.0
96044,2023,CV Varun,Kolkata Knight Riders,2,1,9,11.11,1.0,1.0
96121,2023,PD Salt,Delhi Capitals,9,218,133,163.91,8.0,27.25
96921,2023,JC Archer,Mumbai Indians,2,4,4,100.0,0.0,4.0
97044,2023,Vijaykumar Vyshak,Royal Challengers Bangalore,2,13,10,130.0,1.0,13.0
97045,2023,Mohammed Siraj,Royal Challengers Bangalore,2,1,2,50.0,1.0,1.0
97172,2023,Abdul Basith,Rajasthan Royals,1,1,1,100.0,0.0,1.0
97404,2023,D Wiese,Kolkata Knight Riders,3,21,11,190.91,1.0,21.0
97534,2023,RV Patel,Delhi Capitals,4,49,43,113.95,3.0,16.33
97545,2023,I Sharma,Delhi Capitals,1,1,1,100.0,0.0,1.0
97898,2023,Arjun Tendulkar,Mumbai Indians,1,13,9,144.44,1.0,13.0
97900,2023,JP Behrendorff,Mumbai Indians,2,6,9,66.67,0.0,6.0
97912,2023,RP Meredith,Mumbai Indians,1,0,2,0.0,0.0,0.0
98656,2023,Arshdeep Singh,Punjab Kings,1,2,2,100.0,0.0,2.0
99008,2023,AJ Hosein,Sunrisers Hyderabad,1,16,10,160.0,0.0,16.0
99100,2023,PK Garg,Delhi Capitals,2,22,22,100.0,2.0,11.0
99777,2023,JR Hazlewood,Royal Challengers Bangalore,1,1,2,50.0,0.0,1.0
99849,2023,A Mishra,Lucknow Super Giants,1,19,30,63.33,1.0,19.0
99870,2023,Naveen-ul-Haq,Lucknow Super Giants,3,16,20,80.0,1.0,16.0
100152,2023,M Vohra,Lucknow Super Giants,1,10,11,90.91,1.0,10.0
100174,2023,KS Sharma,Lucknow Super Giants,2,12,21,57.14,2.0,6.0
100637,2023,Harshit Rana,Kolkata Knight Riders,1,0,1,0.0,1.0,0.0
100640,2023,VG Arora,Kolkata Knight Riders,2,3,2,150.0,0.0,3.0
100873,2023,Sandeep Sharma,Rajasthan Royals,2,2,6,33.33,0.0,2.0
