index,season,player,team,innings,runs,balls,strike_rate,dismissals,average
200830,2012,MM Patel,Mumbai Indians,2,2,7,28.57,0.0,2.0
200832,2012,R Dravid,Rajasthan Royals,16,462,413,111.86,16.0,28.88
200834,2012,AM Rahane,Rajasthan Royals,16,560,434,129.03,14.0,40.0
200898,2012,AL Menaria,Rajasthan Royals,12,220,200,110.0,11.0,20.0
200901,2012,BJ Hodge,Rajasthan Royals,12,245,173,141.62,8.0,30.62
200942,2012,OA Shah,Rajasthan Royals,13,340,256,132.81,9.0,37.78
200956,2012,KK Cooper,Rajasthan Royals,4,38,20,190.0,2.0,19.0
200959,2012,AC Gilchrist,Kings XI Punjab,7,172,142,121.13,5.0,34.4
200965,2012,PC Valthaty,Kings XI Punjab,6,30,51,58.82,6.0,5.0
200986,2012,SE Marsh,Kings XI Punjab,13,336,282,119.15,11.0,30.55
200996,2012,AM Nayar,Kings XI Punjab,4,45,49,91.84,3.0,15.0
201009,2012,Mandeep Singh,Kings XI Punjab,16,432,343,125.95,16.0,27.0
201010,2012,DJ Hussey,Kings XI Punjab,15,396,306,129.41,12.0,33.0
201032,2012,Bipul Sharma,Kings XI Punjab,4,72,47,153.19,3.0,24.0
201057,2012,PP Chawla,Kings XI Punjab,12,106,88,120.45,8.0,13.25
201058,2012,JP Faulkner,Kings XI Punjab,2,14,13,107.69,1.0,14.0
201071,2012,P Kumar,Kings XI Punjab,7,35,29,120.69,3.0,11.67
201078,2012,Harmeet Singh,Kings XI Punjab,2,15,7,214.29,1.0,15.0
201081,2012,AB McDonald,Royal Challengers Bangalore,3,47,35,134.29,2.0,23.5
201083,2012,CA Pujara,Royal Challengers Bangalore,3,17,22,77.27,3.0,5.67
201108,2012,V Kohli,Royal Challengers Bangalore,15,364,325,112.0,13.0,28.0
201118,2012,AB de Villiers,Royal Challengers Bangalore,13,319,199,160.3,8.0,39.88
201126,2012,SS Tiwary,Royal Challengers Bangalore,11,191,169,113.02,8.0,23.88
201131,2012,MA Agarwal,Royal Challengers Bangalore,12,225,158,142.41,11.0,20.45
201158,2012,DL Vettori,Royal Challengers Bangalore,6,31,26,119.23,4.0,7.75
201172,2012,R Vinay Kumar,Royal Challengers Bangalore,7,68,63,107.94,5.0,13.6
201202,2012,HV Patel,Royal Challengers Bangalore,3,15,15,100.0,2.0,7.5
201208,2012,NV Ojha,Delhi Daredevils,16,255,223,114.35,11.0,23.18
201249,2012,Y Venugopal Rao,Delhi Daredevils,7,132,126,104.76,6.0,22.0
201274,2012,Y Nagar,Delhi Daredevils,8,153,133,115.04,5.0,30.6
201308,2012,DAJ Bracewell,Delhi Daredevils,1,12,9,133.33,0.0,12.0
201321,2012,M Morkel,Delhi Daredevils,3,3,5,60.0,2.0,1.5
201452,2012,DJ Harris,Deccan Chargers,4,111,101,109.9,4.0,27.75
201458,2012,S Dhawan,Deccan Chargers,15,569,439,129.61,14.0,40.64
201479,2012,PA Patel,Deccan Chargers,12,194,165,117.58,11.0,17.64
201494,2012,CL White,Deccan Chargers,13,479,319,150.16,11.0,43.55
201518,2012,B Chipli,Deccan Chargers,4,37,35,105.71,3.0,12.33
201525,2012,DT Christian,Deccan Chargers,7,145,119,121.85,5.0,29.0
201530,2012,MS Gony,Deccan Chargers,1,4,8,50.0,1.0,4.0
201540,2012,DB Ravi Teja,Deccan Chargers,2,4,4,100.0,2.0,2.0
201542,2012,DW Steyn,Deccan Chargers,5,19,21,90.48,5.0,3.8
201545,2012,Ankit Sharma,Deccan Chargers,4,18,13,138.46,3.0,6.0
201567,2012,SP Goswami,Rajasthan Royals,6,69,67,102.99,5.0,13.8
201796,2012,SP Narine,Kolkata Knight Riders,2,9,7,128.57,1.0,9.0
201806,2012,JD Ryder,Pune Warriors,11,256,212,120.75,10.0,25.6
201928,2012,R Sharma,Pune Warriors,4,2,11,18.18,4.0,0.5
202024,2012,AD Mascarenhas,Kings XI Punjab,3,14,16,87.5,3.0,4.67
202096,2012,KC Sangakkara,Deccan Chargers,12,200,183,109.29,11.0,18.18
202166,2012,A Mishra,Deccan Chargers,5,16,20,80.0,3.0,5.33
202177,2012,TL Suman,Mumbai Indians,2,15,19,78.95,2.0,7.5
202335,2012,MS Bisla,Kolkata Knight Riders,7,213,161,132.3,7.0,30.43
202395,2012,RN ten Doeschate,Kolkata Knight Riders,3,21,21,100.0,2.0,10.5
202399,2012,Shakib Al Hasan,Kolkata Knight Riders,7,91,73,124.66,6.0,15.17
202425,2012,CH Gayle,Royal Challengers Bangalore,14,733,453,161.81,12.0,61.08
202534,2012,Z Khan,Royal Challengers Bangalore,4,12,17,70.59,2.0,6.0
202697,2012,KP Pietersen,Delhi Daredevils,8,305,207,147.34,5.0,61.0
202707,2012,DPMD Jayawardene,Delhi Daredevils,15,335,298,112.42,12.0,27.92
202956,2012,J Botha,Rajasthan Royals,7,58,54,107.41,4.0,14.5
202972,2012,AA Chavan,Rajasthan Royals,2,11,8,137.5,1.0,11.0
202977,2012,A Singh,Rajasthan Royals,1,0,2,0.0,1.0,0.0
202980,2012,SK Trivedi,Rajasthan Royals,1,5,6,83.33,0.0,5.0
202981,2012,GB Hogg,Rajasthan Royals,2,15,16,93.75,2.0,7.5
203118,2012,RR Bhatkal,Royal Challengers Bangalore,1,0,2,0.0,1.0,0.0
203281,2012,AD Mathews,Pune Warriors,8,127,108,117.59,7.0,18.14
203299,2012,M Manhas,Pune Warriors,7,120,96,125.0,4.0,30.0
203353,2012,A Nehra,Pune Warriors,2,11,12,91.67,0.0,11.0
203357,2012,AB Dinda,Pune Warriors,1,2,5,40.0,1.0,2.0
203792,2012,JP Duminy,Deccan Chargers,9,244,191,127.75,3.0,81.33
203818,2012,AA Jhunjhunwala,Deccan Chargers,3,24,26,92.31,2.0,12.0
203873,2012,LRPL Taylor,Delhi Daredevils,12,197,171,115.2,10.0,19.7
204277,2012,P Dogra,Kings XI Punjab,3,15,24,62.5,2.0,7.5
204323,2012,BA Bhatt,Kings XI Punjab,1,6,2,300.0,0.0,6.0
204632,2012,M Kaif,Royal Challengers Bangalore,1,14,16,87.5,1.0,14.0
204670,2012,S Aravind,Royal Challengers Bangalore,1,14,8,175.0,0.0,14.0
204673,2012,M Muralitharan,Royal Challengers Bangalore,2,6,9,66.67,2.0,3.0
204689,2012,DJ Jacobs,Mumbai Indians,1,0,10,0.0,1.0,0.0
204752,2012,CJ McKay,Mumbai Indians,1,8,15,53.33,1.0,8.0
204781,2012,RP Singh,Mumbai Indians,5,6,12,50.0,2.0,3.0
205143,2012,DH Yagnik,Rajasthan Royals,3,25,13,192.31,1.0,25.0
205275,2012,TM Dilshan,Royal Challengers Bangalore,9,285,260,109.62,8.0,35.62
205744,2012,DA Warner,Delhi Daredevils,8,256,156,164.1,7.0,36.57
206091,2012,N Saini,Kings XI Punjab,10,140,140,100.0,10.0,14.0
206140,2012,DA Miller,Kings XI Punjab,6,98,75,130.67,3.0,32.67
206185,2012,Azhar Mahmood,Kings XI Punjab,10,186,142,130.99,8.0,23.25
206786,2012,P Negi,Delhi Daredevils,4,36,29,124.14,2.0,18.0
206949,2012,NLTC Perera,Mumbai Indians,2,4,9,44.44,1.0,4.0
207177,2012,IR Jaggi,Deccan Chargers,3,15,21,71.43,2.0,7.5
207530,2012,STR Binny,Rajasthan Royals,6,90,67,134.33,4.0,22.5
208028,2012,RJ Peterson,Mumbai Indians,5,32,31,103.23,3.0,10.67
208268,2012,AC Thomas,Pune Warriors,2,19,15,126.67,2.0,9.5
208412,2012,AC Blizzard,Mumbai Indians,1,0,3,0.0,1.0,0.0
208708,2012,WP Saha,Chennai Super Kings,1,6,14,42.86,1.0,6.0
208777,2012,KMDN Kulasekara,Chennai Super Kings,1,5,3,166.67,0.0,5.0
209358,2012,A Ashish Reddy,Deccan Chargers,5,35,29,120.69,4.0,8.75
209392,2012,V Pratap Singh,Deccan Chargers,1,0,1,0.0,1.0,0.0
209513,2012,MEK Hussey,Chennai Super Kings,8,261,236,110.59,8.0,32.62
209877,2012,BB Samantray,Deccan Chargers,1,2,2,100.0,0.0,2.0
209884,2012,MJ Clarke,Pune Warriors,6,98,96,102.08,6.0,16.33
210060,2012,SR Watson,Rajasthan Royals,7,255,169,150.89,6.0,42.5
210340,2012,AUK Pathan,Royal Challengers Bangalore,2,6,7,85.71,1.0,6.0
211394,2012,Gurkeerat Singh,Kings XI Punjab,4,86,52,165.38,3.0,28.67
211449,2012,RJ Harris,Kings XI Punjab,2,18,11,163.64,1.0,18.0
211698,2012,DR Smith,Mumbai Indians,6,157,99,158.59,4.0,39.25
211953,2012,J Syed Mohammad,Royal Challengers Bangalore,1,4,1,400.0,0.0,4.0
212074,2012,S Nadeem,Delhi Daredevils,1,0,2,0.0,0.0,0.0
212075,2012,VR Aaron,Delhi Daredevils,2,1,3,33.33,2.0,0.5
212234,2012,AP Majumdar,Pune Warriors,4,87,76,114.47,4.0,21.75
212522,2012,SD Chitnis,Kings XI Punjab,4,66,62,106.45,3.0,22.0
212615,2012,PA Reddy,Deccan Chargers,3,73,59,123.73,3.0,24.33
212650,2012,J Theron,Deccan Chargers,1,7,6,116.67,0.0,7.0
213125,2012,S Anirudha,Chennai Super Kings,2,19,7,271.43,0.0,19.0
213264,2012,MD Mishra,Pune Warriors,1,4,4,100.0,1.0,4.0
213374,2012,K Upadhyay,Pune Warriors,1,11,8,137.5,0.0,11.0
213385,2012,HH Gibbs,Mumbai Indians,3,81,88,92.05,2.0,40.5
214945,2012,P Awana,Kings XI Punjab,1,4,5,80.0,0.0,4.0
215662,2012,UBT Chand,Delhi Daredevils,2,36,34,105.88,2.0,18.0
215758,2012,AD Russell,Delhi Daredevils,2,47,26,180.77,2.0,23.5
215784,2012,UT Yadav,Delhi Daredevils,3,2,7,28.57,2.0,1.0
215909,2012,A Chandila,Rajasthan Royals,1,0,1,0.0,0.0,0.0
215993,2012,CA Lynn,Deccan Chargers,1,6,9,66.67,1.0,6.0
216486,2012,Harpreet Singh,Pune Warriors,1,6,6,100.0,1.0,6.0
216503,2012,AG Murtaza,Pune Warriors,1,3,5,60.0,0.0,3.0
216756,2012,P Parameswaran,Royal Challengers Bangalore,1,0,1,0.0,0.0,0.0
217493,2012,DS Kulkarni,Mumbai Indians,1,10,5,200.0,0.0,10.0
217725,2012,Sunny Gupta,Delhi Daredevils,1,0,1,0.0,1.0,0.0
217980,2013,UBT Chand,Delhi Daredevils,9,158,157,100.64,9.0,17.56
217981,2013,DPMD Jayawardene,Delhi Daredevils,15,331,312,106.09,15.0,22.07
217983,2013,DA Warner,Delhi Daredevils,16,410,324,126.54,14.0,29.29
218017,2013,MC Juneja,Delhi Daredevils,7,125,128,97.66,7.0,17.86
218037,2013,NV Ojha,Delhi Daredevils,2,9,10,90.0,1.0,9.0
218054,2013,J Botha,Delhi Daredevils,6,43,52,82.69,6.0,7.17
218062,2013,IK Pathan,Delhi Daredevils,13,153,155,98.71,8.0,19.12
218076,2013,AD Russell,Delhi Daredevils,2,11,14,78.57,2.0,5.5
218091,2013,S Nadeem,Delhi Daredevils,6,14,27,51.85,5.0,2.8
218102,2013,A Nehra,Delhi Daredevils,4,1,8,12.5,4.0,0.25
218104,2013,MS Bisla,Kolkata Knight Riders,14,255,237,107.59,13.0,19.62
218110,2013,G Gambhir,Kolkata Knight Riders,15,406,342,118.71,16.0,25.38
218114,2013,JH Kallis,Kolkata Knight Riders,15,311,322,96.58,15.0,20.73
218149,2013,MK Tiwary,Kolkata Knight Riders,9,146,140,104.29,8.0,18.25
218184,2013,EJG Morgan,Kolkata Knight Riders,13,307,240,127.92,11.0,27.91
218191,2013,YK Pathan,Kolkata Knight Riders,16,332,240,138.33,11.0,30.18
218219,2013,CH Gayle,Royal Challengers Bangalore,16,720,454,158.59,12.0,60.0
218222,2013,TM Dilshan,Royal Challengers Bangalore,5,76,93,81.72,5.0,15.2
218233,2013,V Kohli,Royal Challengers Bangalore,16,639,458,139.52,14.0,45.64
218249,2013,MA Agarwal,Royal Challengers Bangalore,5,67,63,106.35,5.0,13.4
218258,2013,DT Christian,Royal Challengers Bangalore,2,6,15,40.0,2.0,3.0
218292,2013,KK Nair,Royal Challengers Bangalore,2,9,12,75.0,2.0,4.5
218298,2013,KB Arun Karthik,Royal Challengers Bangalore,5,41,38,107.89,3.0,13.67
218344,2013,RT Ponting,Mumbai Indians,5,52,76,68.42,5.0,10.4
218347,2013,SR Tendulkar,Mumbai Indians,14,287,232,123.71,14.0,20.5
218389,2013,KD Karthik,Mumbai Indians,19,510,411,124.09,18.0,28.33
218404,2013,RG Sharma,Mumbai Indians,19,538,408,131.86,14.0,38.43
218427,2013,AT Rayudu,Mumbai Indians,15,265,231,114.72,14.0,18.93
218463,2013,Harbhajan Singh,Mumbai Indians,13,116,79,146.84,6.0,19.33
218464,2013,KA Pollard,Mumbai Indians,18,420,278,151.08,10.0,42.0
218466,2013,PA Reddy,Sunrisers Hyderabad,7,91,102,89.22,7.0,13.0
218467,2013,PA Patel,Sunrisers Hyderabad,13,294,255,115.29,13.0,22.62
218500,2013,KC Sangakkara,Sunrisers Hyderabad,9,120,136,88.24,9.0,13.33
218527,2013,CL White,Sunrisers Hyderabad,13,226,196,115.31,12.0,18.83
218547,2013,NLTC Perera,Sunrisers Hyderabad,14,235,165,142.42,10.0,23.5
218554,2013,GH Vihari,Sunrisers Hyderabad,17,241,277,87.0,14.0,17.21
218576,2013,A Ashish Reddy,Sunrisers Hyderabad,10,125,89,140.45,6.0,20.83
218581,2013,DB Ravi Teja,Sunrisers Hyderabad,2,14,17,82.35,1.0,14.0
218588,2013,RV Uthappa,Pune Warriors,16,434,368,117.93,16.0,27.12
218590,2013,MK Pandey,Pune Warriors,7,136,137,99.27,6.0,22.67
218631,2013,MN Samuels,Pune Warriors,2,8,18,44.44,2.0,4.0
218641,2013,Yuvraj Singh,Pune Warriors,13,238,191,124.61,12.0,19.83
218649,2013,LRPL Taylor,Pune Warriors,5,63,76,82.89,5.0,12.6
218660,2013,AM Nayar,Pune Warriors,9,66,73,90.41,6.0,11.0
218688,2013,MR Marsh,Pune Warriors,8,140,106,132.08,7.0,20.0
218689,2013,AD Mathews,Pune Warriors,10,172,139,123.74,7.0,24.57
218695,2013,B Kumar,Pune Warriors,9,52,71,73.24,7.0,7.43
218700,2013,R Sharma,Pune Warriors,6,11,17,64.71,4.0,2.75
218701,2013,AB Dinda,Pune Warriors,5,9,11,81.82,2.0,4.5
218703,2013,MDKJ Perera,Rajasthan Royals,2,14,13,107.69,2.0,7.0
218708,2013,AM Rahane,Rajasthan Royals,18,488,458,106.55,14.0,34.86
218721,2013,R Dravid,Rajasthan Royals,17,471,424,111.08,16.0,29.44
218774,2013,STR Binny,Rajasthan Royals,16,293,199,147.24,9.0,32.56
218802,2013,BJ Hodge,Rajasthan Royals,14,293,221,132.58,7.0,41.86
218819,2013,AL Menaria,Rajasthan Royals,1,1,2,50.0,1.0,1.0
218820,2013,KK Cooper,Rajasthan Royals,5,39,22,177.27,4.0,9.75
218823,2013,R Shukla,Rajasthan Royals,1,1,2,50.0,0.0,1.0
219020,2013,DR Smith,Mumbai Indians,13,418,340,122.94,13.0,32.15
219077,2013,MEK Hussey,Chennai Super Kings,17,733,566,129.51,14.0,52.36
219078,2013,M Vijay,Chennai Super Kings,15,312,286,109.09,14.0,22.29
219095,2013,SK Raina,Chennai Super Kings,17,548,364,150.55,13.0,42.15
219105,2013,DJ Bravo,Chennai Super Kings,12,121,106,114.15,8.0,15.12
219124,2013,S Badrinath,Chennai Super Kings,7,124,121,102.48,7.0,17.71
219140,2013,MS Dhoni,Chennai Super Kings,16,461,282,163.48,11.0,41.91
219152,2013,RA Jadeja,Chennai Super Kings,14,201,135,148.89,8.0,25.12
219171,2013,R Ashwin,Chennai Super Kings,5,35,49,71.43,4.0,8.75
219187,2013,B Laughlin,Chennai Super Kings,2,4,9,44.44,1.0,4.0
219188,2013,AS Rajpoot,Chennai Super Kings,1,2,6,33.33,0.0,2.0
219211,2013,TL Suman,Pune Warriors,5,52,58,89.66,5.0,10.4
219324,2013,AC Gilchrist,Kings XI Punjab,13,294,229,128.38,12.0,24.5
219330,2013,Mandeep Singh,Kings XI Punjab,14,260,225,115.56,13.0,20.0
219339,2013,M Vohra,Kings XI Punjab,10,161,117,137.61,8.0,20.12
219383,2013,DJ Hussey,Kings XI Punjab,11,235,209,112.44,10.0,23.5
219446,2013,MC Henriques,Royal Challengers Bangalore,9,165,125,132.0,4.0,41.25
219513,2013,R Vinay Kumar,Royal Challengers Bangalore,5,70,44,159.09,1.0,70.0
219521,2013,M Kartik,Royal Challengers Bangalore,2,2,3,66.67,1.0,2.0
219522,2013,JD Unadkat,Royal Challengers Bangalore,2,2,2,100.0,0.0,2.0
219644,2013,DW Steyn,Sunrisers Hyderabad,8,53,36,147.22,2.0,26.5
219662,2013,SR Watson,Rajasthan Royals,16,543,380,142.89,14.0,38.79
219757,2013,DH Yagnik,Rajasthan Royals,9,125,95,131.58,8.0,15.62
219779,2013,S Sreesanth,Rajasthan Royals,2,1,4,25.0,1.0,1.0
219833,2013,LR Shukla,Kolkata Knight Riders,2,3,12,25.0,2.0,1.5
219855,2013,R Bhatia,Kolkata Knight Riders,10,99,80,123.75,6.0,16.5
219875,2013,B Lee,Kolkata Knight Riders,2,21,12,175.0,1.0,21.0
219884,2013,Mohammed Shami,Kolkata Knight Riders,1,5,10,50.0,1.0,5.0
219899,2013,SP Narine,Kolkata Knight Riders,6,21,19,110.53,3.0,7.0
220096,2013,BMAJ Mendis,Delhi Daredevils,3,23,27,85.19,3.0,7.67
220117,2013,KM Jadhav,Delhi Daredevils,10,152,123,123.58,7.0,21.71
220131,2013,M Morkel,Delhi Daredevils,6,57,29,196.55,5.0,11.4
220147,2013,UT Yadav,Delhi Daredevils,7,38,38,100.0,1.0,38.0
220194,2013,Gurkeerat Singh,Kings XI Punjab,9,108,95,113.68,8.0,13.5
220239,2013,Azhar Mahmood,Kings XI Punjab,10,196,154,127.27,10.0,19.6
220246,2013,R Sathish,Kings XI Punjab,8,109,77,141.56,5.0,21.8
220254,2013,PP Chawla,Kings XI Punjab,10,64,57,112.28,6.0,10.67
220261,2013,RJ Harris,Kings XI Punjab,2,2,5,40.0,1.0,2.0
220262,2013,P Kumar,Kings XI Punjab,7,47,38,123.68,6.0,7.83
220266,2013,P Awana,Kings XI Punjab,4,1,9,11.11,2.0,0.5
220494,2013,R McLaren,Kolkata Knight Riders,2,3,6,50.0,2.0,1.5
220500,2013,PJ Sangwan,Kolkata Knight Riders,1,4,2,200.0,0.0,4.0
220560,2013,AB de Villiers,Royal Challengers Bangalore,14,373,223,167.26,10.0,37.3
220713,2013,JP Faulkner,Rajasthan Royals,9,57,57,100.0,5.0,11.4
220741,2013,AJ Finch,Pune Warriors,14,456,336,135.71,14.0,32.57
220861,2013,V Sehwag,Delhi Daredevils,13,295,230,128.26,12.0,24.58
221078,2013,A Mishra,Sunrisers Hyderabad,6,89,95,93.68,6.0,14.83
221453,2013,R Rampaul,Royal Challengers Bangalore,6,38,37,102.7,4.0,9.5
221590,2013,CH Morris,Chennai Super Kings,6,14,16,87.5,2.0,7.0
221829,2013,KV Sharma,Sunrisers Hyderabad,7,85,86,98.84,4.0,21.25
222041,2013,SV Samson,Rajasthan Royals,10,206,178,115.73,8.0,25.75
222166,2013,SPD Smith,Pune Warriors,7,159,132,120.45,4.0,39.75
222202,2013,S Anirudha,Chennai Super Kings,1,0,2,0.0,1.0,0.0
222299,2013,JA Morkel,Chennai Super Kings,3,46,37,124.32,3.0,15.33
222386,2013,DA Miller,Kings XI Punjab,12,418,254,164.57,7.0,59.71
222416,2013,MS Gony,Kings XI Punjab,4,45,25,180.0,4.0,11.25
222547,2013,DB Das,Kolkata Knight Riders,6,75,74,101.35,5.0,15.0
222567,2013,SMSM Senanayake,Kolkata Knight Riders,4,10,17,58.82,1.0,10.0
222644,2013,BJ Rohrer,Delhi Daredevils,8,193,141,136.88,7.0,27.57
222697,2013,KL Rahul,Royal Challengers Bangalore,2,20,16,125.0,2.0,10.0
222794,2013,AB McDonald,Royal Challengers Bangalore,1,0,2,0.0,1.0,0.0
222806,2013,J Syed Mohammad,Royal Challengers Bangalore,2,10,13,76.92,2.0,5.0
222832,2013,Q de Kock,Sunrisers Hyderabad,3,6,15,40.0,3.0,2.0
222851,2013,BB Samantray,Sunrisers Hyderabad,7,123,112,109.82,5.0,24.6
223278,2013,R Dhawan,Mumbai Indians,4,21,21,100.0,3.0,7.0
223282,2013,MG Johnson,Mumbai Indians,6,39,36,108.33,4.0,9.75
223296,2013,SL Malinga,Mumbai Indians,6,9,18,50.0,4.0,2.25
223302,2013,PP Ojha,Mumbai Indians,3,2,4,50.0,1.0,2.0
223513,2013,AB Agarkar,Delhi Daredevils,2,12,16,75.0,1.0,12.0
223566,2013,PC Valthaty,Kings XI Punjab,1,6,17,35.29,1.0,6.0
223657,2013,AD Mascarenhas,Kings XI Punjab,1,5,5,100.0,0.0,5.0
223889,2013,L Balaji,Kolkata Knight Riders,2,9,10,90.0,1.0,9.0
224117,2013,A Chandila,Rajasthan Royals,1,4,6,66.67,0.0,4.0
224123,2013,SW Tait,Rajasthan Royals,1,1,3,33.33,1.0,1.0
224126,2013,SK Trivedi,Rajasthan Royals,2,3,7,42.86,1.0,3.0
224196,2013,SS Tiwary,Royal Challengers Bangalore,6,109,106,102.83,4.0,27.25
224584,2013,LJ Wright,Pune Warriors,5,106,59,179.66,5.0,21.2
225182,2013,M Manhas,Pune Warriors,2,13,17,76.47,0.0,13.0
225213,2013,AG Murtaza,Pune Warriors,1,5,4,125.0,1.0,5.0
225217,2013,IC Pandey,Pune Warriors,1,0,2,0.0,1.0,0.0
225222,2013,SE Marsh,Kings XI Punjab,8,300,249,120.48,8.0,37.5
225443,2013,CM Gautam,Delhi Daredevils,3,44,34,129.41,2.0,22.0
225710,2013,S Dhawan,Sunrisers Hyderabad,10,311,253,122.92,8.0,38.88
225769,2013,X Thalaivan Sargunam,Sunrisers Hyderabad,1,10,17,58.82,1.0,10.0
225789,2013,DJG Sammy,Sunrisers Hyderabad,9,174,132,131.82,6.0,29.0
226668,2013,WP Saha,Chennai Super Kings,3,70,56,125.0,3.0,23.33
226809,2013,BB McCullum,Kolkata Knight Riders,1,6,7,85.71,1.0,6.0
227168,2013,A Mukund,Royal Challengers Bangalore,1,19,21,90.48,1.0,19.0
227411,2013,OA Shah,Rajasthan Royals,2,25,23,108.7,2.0,12.5
227847,2013,KW Richardson,Pune Warriors,2,34,36,94.44,2.0,17.0
228242,2013,S Narwal,Kolkata Knight Riders,1,23,15,153.33,1.0,23.0
228501,2013,LA Pomersbach,Kings XI Punjab,3,58,59,98.31,2.0,29.0
228857,2013,BAW Mendis,Pune Warriors,1,2,4,50.0,1.0,2.0
229305,2013,CA Pujara,Royal Challengers Bangalore,4,92,99,92.93,4.0,23.0
229743,2013,MM Sharma,Chennai Super Kings,2,0,5,0.0,1.0,0.0
230696,2013,Iqbal Abdulla,Kolkata Knight Riders,2,8,14,57.14,0.0,8.0
231285,2013,RN ten Doeschate,Kolkata Knight Riders,4,85,63,134.92,3.0,28.33
231359,2013,UA Birla,Pune Warriors,1,7,15,46.67,1.0,7.0
231424,2013,M Rawat,Pune Warriors,1,5,11,45.45,1.0,5.0
231437,2013,WD Parnell,Pune Warriors,1,5,7,71.43,1.0,5.0
231449,2013,Parvez Rasool,Pune Warriors,2,5,9,55.56,1.0,5.0
231455,2013,K Upadhyay,Pune Warriors,1,1,1,100.0,0.0,1.0
231926,2013,GJ Maxwell,Mumbai Indians,3,36,27,133.33,2.0,18.0
232175,2013,Harmeet Singh,Kings XI Punjab,1,3,4,75.0,1.0,3.0
232185,2013,Sandeep Sharma,Kings XI Punjab,1,0,1,0.0,0.0,0.0
232297,2013,A Mithun,Royal Challengers Bangalore,1,2,2,100.0,1.0,2.0
232658,2013,RE van der Merwe,Delhi Daredevils,2,22,25,88.0,2.0,11.0
233607,2013,S Kaul,Delhi Daredevils,1,7,9,77.78,0.0,7.0
233624,2013,AP Tare,Mumbai Indians,5,123,84,146.43,5.0,24.6
234316,2013,Sachin Baby,Rajasthan Royals,1,3,7,42.86,1.0,3.0
234334,2013,PV Tambe,Rajasthan Royals,1,3,6,50.0,0.0,3.0
234579,2013,NM Coulter-Nile,Mumbai Indians,1,9,6,150.0,1.0,9.0
234715,2013,RV Gomez,Pune Warriors,1,4,1,400.0,0.0,4.0
234731,2013,B Chipli,Delhi Daredevils,1,16,17,94.12,1.0,16.0
235043,2013,P Dogra,Kolkata Knight Riders,1,5,8,62.5,1.0,5.0
236157,2014,G Gambhir,Kolkata Knight Riders,16,335,292,114.73,15.0,22.33
236164,2014,JH Kallis,Kolkata Knight Riders,7,151,128,117.97,6.0,25.17
236168,2014,MK Pandey,Kolkata Knight Riders,16,409,344,118.9,13.0,31.46
236263,2014,RV Uthappa,Kolkata Knight Riders,16,660,479,137.79,15.0,44.0
236268,2014,YK Pathan,Kolkata Knight Riders,12,268,165,162.42,9.0,29.78
236271,2014,Shakib Al Hasan,Kolkata Knight Riders,11,229,154,148.7,8.0,28.62
236275,2014,SA Yadav,Kolkata Knight Riders,10,164,116,141.38,6.0,27.33
236281,2014,MEK Hussey,Mumbai Indians,9,209,182,114.84,9.0,23.22
236285,2014,AP Tare,Mumbai Indians,11,126,98,128.57,8.0,15.75
236309,2014,AT Rayudu,Mumbai Indians,14,361,288,125.35,14.0,25.79
236330,2014,RG Sharma,Mumbai Indians,15,390,302,129.14,13.0,30.0
236375,2014,KA Pollard,Mumbai Indians,15,273,203,134.48,8.0,34.12
236378,2014,CJ Anderson,Mumbai Indians,11,265,181,146.41,9.0,29.44
236391,2014,Harbhajan Singh,Mumbai Indians,7,28,25,112.0,6.0,4.67
236393,2014,CM Gautam,Mumbai Indians,9,121,112,108.04,7.0,17.29
236402,2014,MA Agarwal,Delhi Daredevils,8,115,92,125.0,8.0,14.38
236407,2014,M Vijay,Delhi Daredevils,11,207,195,106.15,11.0,18.82
236423,2014,KD Karthik,Delhi Daredevils,14,325,258,125.97,14.0,23.21
236424,2014,MK Tiwary,Delhi Daredevils,8,152,118,128.81,5.0,30.4
236428,2014,JP Duminy,Delhi Daredevils,14,410,306,133.99,8.0,51.25
236448,2014,LRPL Taylor,Delhi Daredevils,4,59,59,100.0,3.0,19.67
236528,2014,PA Patel,Royal Challengers Bangalore,12,205,185,110.81,10.0,20.5
236532,2014,NJ Maddinson,Royal Challengers Bangalore,2,16,14,114.29,2.0,8.0
236539,2014,V Kohli,Royal Challengers Bangalore,14,359,294,122.11,13.0,27.62
236583,2014,Yuvraj Singh,Royal Challengers Bangalore,14,376,274,137.23,11.0,34.18
236632,2014,DR Smith,Chennai Super Kings,16,566,416,136.06,16.0,35.38
236633,2014,BB McCullum,Chennai Super Kings,14,405,333,121.62,13.0,31.15
236715,2014,SK Raina,Chennai Super Kings,16,523,358,146.09,13.0,40.23
236739,2014,MS Dhoni,Chennai Super Kings,15,371,248,149.6,5.0,74.2
236752,2014,DJ Bravo,Chennai Super Kings,1,8,3,266.67,0.0,8.0
236760,2014,CA Pujara,Kings XI Punjab,6,125,124,100.81,5.0,25.0
236762,2014,V Sehwag,Kings XI Punjab,17,455,314,144.9,17.0,26.76
236779,2014,GJ Maxwell,Kings XI Punjab,16,552,293,188.4,16.0,34.5
236783,2014,AR Patel,Kings XI Punjab,7,62,60,103.33,6.0,10.33
236792,2014,DA Miller,Kings XI Punjab,16,446,299,149.16,10.0,44.6
236859,2014,GJ Bailey,Kings XI Punjab,16,257,189,135.98,9.0,28.56
236878,2014,AJ Finch,Sunrisers Hyderabad,13,309,263,117.49,11.0,28.09
