index_bat,index_bowl,season,player,team,innings_bat,runs_bat,balls_bat,sr_bat,dismissals_bat,avg_bat,innings_bowl,ballys_bowl,overs_bowl,runs_bowl,wickets_bowl,economy_bowl,avg_bowl,sr_bowl
112125,,2024,Kumar Kushagra,DC,3,3,7,42.86,3,1,,,,,,,,
117720,108221,2024,Luke Wood,MI,1,9,3,300,0,9,2,36,6,93,1,15.5,93,36
118556,117597,2024,Lizaad Williams,DC,1,1,2,50,0,1,2,36,6,73,1,12.17,73,36
115992,114330,2024,Lockie Ferguson,RCB,1,1,1,100,1,1,7,144,24,255,9,10.62,28.33,16
107664,113740,2024,Liam Livingstone,PBKS,7,111,78,142.31,5,22.2,4,72,12,84,3,7,28,24
112120,111909,2024,Lalit Yadav,DC,2,10,12,83.33,2,5,2,18,3,56,,18.67,,
107961,107721,2024,Marco Jansen,SRH,2,18,13,138.46,1,18,3,60,10,129,1,12.9,129,60
,107759,2024,Mayank Markande,SRH,,,,,,,7,132,22,259,8,11.77,32.38,16.5
,108885,2024,Matheesha Pathirana,CSK,,,,,,,6,132,22,169,13,7.68,13,10.15
113081,116091,2024,Shahrukh Khan,GT,7,127,76,167.11,7,18.14,2,12,2,15,,7.5,,
,109821,2024,M. Siddharth,LSG,,,,,,,3,54,9,72,1,8,72,54
,107239,2024,Maheesh Theekshana,CSK,,,,,,,5,120,20,144,2,7.2,72,60
107842,,2024,Mayank Agarwal,SRH,4,64,57,112.28,4,16,,,,,,,,
107837,107842,2024,Mitchell Starc,KKR,5,9,11,81.82,2,4.5,13,251,41.5,444,17,10.61,26.12,14.76
,115248,2024,Matt Henry,LSG,,,,,,,4,72,12,110,1,9.17,110,72
119946,119993,2024,Mitchell Santner,CSK,3,14,17,82.35,3,4.67,3,54,9,64,2,7.11,32,27
119778,119797,2024,Manav Suthar,GT,1,1,2,50,1,1,1,12,2,26,,13,,
108690,114389,2024,Mahipal Lomror,RCB,10,125,68,183.82,8,15.62,1,6,1,18,,18,,
119460,,2024,Manish Pandey,KKR,1,42,30,140,1,42,,,,,,,,
115322,111590,2024,Moeen Ali,CSK,5,128,98,130.61,5,25.6,4,48,8,71,2,8.88,35.5,24
114903,108407,2024,Mohit Sharma,GT,2,2,15,13.33,2,1,11,234,39,425,13,10.9,32.69,18
108190,110862,2024,Marcus Stoinis,LSG,14,388,261,148.66,12,32.33,7,84,14,126,4,9,31.5,21
,109875,2024,Mayank Yadav,LSG,,,,,,,4,73,12.1,85,7,6.99,12.14,10.43
107469,107607,2024,Mitchell Marsh,DC,4,61,38,160.53,4,15.25,3,48,8,103,1,12.88,103,48
110413,,2024,MS Dhoni,CSK,11,161,72,223.61,3,53.67,,,,,,,,
113036,,2024,Matthew Wade,GT,1,4,6,66.67,1,4,,,,,,,,
110893,107392,2024,Mayank Dagar,RCB,1,0,1,0,1,0,5,71,11.5,120,1,10.14,120,71
114287,112043,2024,Mohammad Nabi,MI,5,35,31,112.9,4,8.75,6,74,12.2,109,2,8.84,54.5,37
110899,107348,2024,Mohammed Siraj,RCB,1,12,8,150,2,6,14,324,54,496,15,9.19,33.07,21.6
109814,107964,2024,Mohsin Khan,LSG,1,2,1,200,1,2,10,228,38,385,10,10.13,38.5,22.8
,111529,2024,Mukesh Choudhary,CSK,,,,,,,1,6,1,27,,27,,
115737,109225,2024,Mukesh Kumar,DC,2,3,9,33.33,1,3,10,213,35.3,368,17,10.37,21.65,12.53
,107245,2024,Mustafizur Rahman,CSK,,,,,,,9,206,34.2,319,14,9.29,22.79,14.71
,108097,2024,Nandre Burger,RR,,,,,,,5,102,17,145,7,8.53,20.71,14.57
108137,,2024,Nicolas Pooran,LSG,14,499,280,178.21,8,62.38,,,,,,,,
107739,,2024,Nitish Rana,KKR,2,42,34,123.53,2,21,,,,,,,,
,116372,2024,Nuwan Thushara,MI,,,,,,,7,156,26,257,8,9.88,32.12,19.5
116280,122718,2024,Nehal Wadhera,MI,6,109,85,128.24,6,18.17,1,12,2,13,,6.5,,
,122468,2024,Nathan Ellis,PBKS,,,,,,,1,24,4,24,1,6,24,24
108343,108271,2024,Naman Dhir,MI,7,140,78,179.49,6,23.33,3,28,4.4,55,,11.79,,
122437,107971,2024,Naveen-ul-Haq,LSG,1,2,4,50,0,2,10,219,36.3,372,14,10.19,26.57,15.64
111619,112769,2024,Nitish Kumar Reddy,SRH,11,303,212,142.92,9,33.67,7,79,13.1,153,3,11.62,51,26.33
112369,109980,2024,Noor Ahmad,GT,2,5,9,55.56,2,2.5,10,209,34.5,290,8,8.33,36.25,26.12
107614,,2024,Prabhsimran Singh,PBKS,14,334,213,156.81,14,23.86,,,,,,,,
107714,,2024,Phil Salt,KKR,12,435,237,183.54,11,39.55,,,,,,,,
107963,107740,2024,Pat Cummins,SRH,10,136,95,143.16,6,22.67,16,366,61,566,18,9.28,31.44,20.33
108459,108245,2024,Piyush Chawla,MI,6,15,15,100,4,3.75,11,210,35,312,13,8.91,24,16.15
110184,,2024,Prithvi Shaw,DC,8,198,121,163.64,8,24.75,,,,,,,,
,117354,2024,Dushmantha Chameera,KKR,,,,,,,1,18,3,48,,16,,
108091,,2024,Quinton De Kock,LSG,11,250,186,134.41,11,22.73,,,,,,,,
109265,108121,2024,Ravichandaran Ashwin,RR,8,86,74,116.22,6,14.33,14,330,55,467,9,8.49,51.89,36.67
,123322,2024,Rishi Dhawan,PBKS,,,,,,,1,18,3,35,,11.67,,
107996,111697,2024,Riyan Parag,RR,14,573,384,149.22,11,52.09,2,18,3,27,,9,,
113809,,2024,Rovman Powell,RR,7,103,69,149.28,6,17.17,,,,,,,,
107354,111609,2024,Rachin Ravindra,CSK,10,222,137,162.04,10,22.2,2,12,2,7,,3.5,,
116952,108377,2024,R. Sai Kishore,GT,1,13,6,216.67,1,13,5,90,15,137,7,9.13,19.57,12.86
109208,112024,2024,Romario Shepherd,MI,5,57,21,271.43,2,28.5,5,72,12,159,1,13.25,159,72
108316,,2024,Rahul Tewatia,GT,9,188,126,149.21,7,26.86,,,,,,,,
107426,107257,2024,Ravindra Jadeja,CSK,11,267,187,142.78,6,44.5,14,282,47,369,8,7.85,46.12,35.25
107876,,2024,Rahul Ajay Tripathi,SRH,6,165,113,146.02,6,27.5,,,,,,,,
120083,107507,2024,Rahul Chahar,PBKS,2,21,15,140,1,21,9,186,31,279,10,9,27.9,18.6
107348,,2024,Ruturaj Gaikwad,CSK,14,583,412,141.5,11,53,,,,,,,,
108348,,2024,Rohit Sharma,MI,14,417,278,150,13,32.08,,,,,,,,
119991,119051,2024,RJ Gleeson,CSK,1,2,2,100,0,2,2,47,7.5,71,1,9.06,71,47
110895,110663,2024,Reece Topley,RCB,1,3,6,50,0,3,4,90,15,168,4,11.2,42,22.5
107535,,2024,Ricky Bhui,DC,2,3,9,33.33,2,1.5,,,,,,,,
107791,,2024,Rinku Singh,KKR,11,168,112,150,9,18.67,,,,,,,,
107248,,2024,Rajat Patidar,RCB,13,395,223,177.13,13,30.38,,,,,,,,
107520,,2024,Rishabh Pant,DC,13,446,287,155.4,11,40.55,,,,,,,,
115125,,2024,Rilee Rossouw,PBKS,8,211,115,183.48,8,26.38,,,,,,,,
123562,,2024,Rahmanullah Gurbaz,KKR,2,62,46,134.78,2,31,,,,,,,,
107762,117466,2024,Ramandeep  Singh,KKR,9,125,61,204.92,4,31.25,1,4,0.4,9,,13.5,,
108334,108371,2024,Rashid Khan,GT,8,102,69,147.83,5,20.4,12,262,43.4,367,10,8.4,36.7,26.2
111139,110355,2024,Rasikh Salam,DC,4,28,30,93.33,4,7,8,147,24.3,269,9,10.98,29.89,16.33
109813,108001,2024,Ravi Bishnoi,LSG,3,4,6,66.67,3,1.33,14,262,43.4,383,10,8.77,38.3,26.2
107592,,2024,Shikhar Dhawan,PBKS,5,152,121,125.62,5,30.4,,,,,,,,
107413,119100,2024,Shivam Dube,CSK,14,396,244,162.3,11,36,1,6,1,14,1,14,14,6
,113150,2024,Shreyas Gopal,MI,,,,,,,3,42,7,67,3,9.57,22.33,14
,113951,2024,Shamar Joseph,LSG,,,,,,,1,24,4,47,,11.75,,
,114941,2024,Sandeep Warrier,GT,,,,,,,5,66,11,119,6,10.82,19.83,11
111922,,2024,Suryakumar Yadav,MI,11,345,205,168.29,10,34.5,,,,,,,,
110643,,2024,Shubham Dubey,RR,3,33,19,173.68,2,16.5,,,,,,,,
107491,,2024,Shai Hope,DC,9,183,122,150,8,22.88,,,,,,,,
108953,108395,2024,Spencer Johnson,GT,3,6,7,85.71,0,6,5,96,16,151,4,9.44,37.75,24
107619,107468,2024,Sam Curran,PBKS,12,270,217,124.42,10,27,13,246,41,416,16,10.15,26,15.38
