index_bat,index_bowl,season,player,team,innings_bat,runs_bat,balls_bat,sr_bat,dismissals_bat,avg_bat,innings_bowl,ballys_bowl,overs_bowl,runs_bowl,wickets_bowl,economy_bowl,avg_bowl,sr_bowl
125142,139236,2025,Ayush Badoni,LSG,11,329,223,147.53,10,32.9,2,10,1.4,13,2,7.8,6.5,5
130209,130234,2025,Anshul Kamboj,CSK,5,14,12,116.67,2,7,8,129,21.3,172,8,8,21.5,16.12
124674,,2025,Abhinav Manohar,SRH,5,61,61,100,5,12.2,,,,,,,,
133124,,2025,A Mhatre,CSK,7,240,127,188.98,7,34.29,,,,,,,,
,131526,2025,Anrich Nortje,KKR,,,,,,,2,42,7,83,1,11.86,83,42
124388,,2025,Angkrish Raghuvanshi,KKR,11,300,214,140.19,9,33.33,,,,,,,,
,124722,2025,Adam Zampa,SRH,,,,,,,2,48,8,94,2,11.75,47,24
124417,127125,2025,Andre Russell,KKR,10,167,102,163.73,9,18.56,9,109,18.1,217,8,11.94,27.12,13.62
125050,130337,2025,Aiden Markram,LSG,13,445,298,149.33,13,34.23,5,66,11,102,4,9.27,25.5,16.5
124327,,2025,Ajinkya Rahane,KKR,12,390,265,147.17,11,35.45,,,,,,,,
125185,125056,2025,Axar Rajesh Patel,DC,11,263,167,157.49,10,26.3,12,216,36,313,5,8.69,62.6,43.2
135503,135506,2025,Anukul Roy,KKR,1,0,1,0,1,0,1,24,4,27,1,6.75,27,24
126005,127396,2025,Abdul Samad,LSG,12,164,95,172.63,8,20.5,1,2,0.2,6,,18,,
124545,124716,2025,Abhishek Sharma,SRH,13,439,225,195.11,13,33.77,6,66,11,112,,10.18,,
125178,,2025,Abishek Porel,DC,13,301,205,146.83,12,25.08,,,,,,,,
127982,127991,2025,Akash  Deep,LSG,2,6,2,300,1,6,6,114,19,229,3,12.05,76.33,38
136080,135923,2025,Akash Madhwal,RR,1,4,9,44.44,0,4,4,90,15,166,4,11.07,41.5,22.5
,136854,2025,Akash Singh,LSG,,,,,,,3,67,11.1,99,4,8.87,24.75,16.75
124668,,2025,Aniket Verma,SRH,12,236,142,166.2,9,26.22,,,,,,,,
125548,125320,2025,Mohd. Arshad Khan,GT,4,23,19,121.05,2,11.5,9,126,21,217,6,10.33,36.17,21
128599,125422,2025,Arshdeep Singh,PBKS,2,2,6,33.33,1,2,16,350,58.2,518,21,8.88,24.67,16.67
125217,,2025,Ashutosh Sharma,DC,9,204,127,160.63,7,29.14,,,,,,,,
,127010,2025,Ashwani Kumar,MI,,,,,,,7,123,20.3,232,11,11.32,21.09,11.18
138401,,2025,Atharva Taide,SRH,1,13,9,144.44,1,13,,,,,,,,
127294,125790,2025,Avesh Khan,LSG,4,21,13,161.54,1,21,13,284,47.2,487,13,10.29,37.46,21.85
125337,125428,2025,Azmatullah Omarzai,PBKS,5,57,41,139.02,4,14.25,8,162,27,279,8,10.33,34.88,20.25
126136,126145,2025,Bhuvneshwar Kumar,RCB,6,14,25,56,3,4.67,14,312,52,483,17,9.29,28.41,18.35
125422,,2025,B. Sai Sudharsan,GT,15,759,488,155.53,14,54.21,,,,,,,,
140742,,2025,Kusal Mendis,GT,1,20,10,200,1,20,,,,,,,,
134768,134846,2025,C Bosch,MI,2,47,32,146.88,2,23.5,2,42,7,55,1,7.86,55,42
,134534,2025,Chetan Sakariya,KKR,,,,,,,1,18,3,39,,13,,
135505,124465,2025,CV Varun,KKR,1,1,1,100,0,1,13,300,50,383,17,7.66,22.53,17.65
134318,,2025,Dewald Brevis,CSK,6,225,126,178.57,6,37.5,,,,,,,,
132482,,2025,Donovan Ferreira,DC,1,1,3,33.33,1,1,,,,,,,,
124498,,2025,Devdutt Padikkal,RCB,10,247,164,150.61,9,27.44,,,,,,,,
125135,,2025,David Miller,LSG,10,153,119,128.57,5,30.6,,,,,,,,
124993,139701,2025,Deepak Hooda,CSK,5,31,40,77.5,5,6.2,1,6,1,15,,15,,
124909,124939,2025,Deepak Chahar,MI,4,37,25,148,1,37,14,246,41,376,11,9.17,34.18,22.36
128234,,2025,Devon Conway,CSK,6,156,120,130,6,26,,,,,,,,
134901,125187,2025,DS Rathi,LSG,1,1,3,33.33,1,1,13,312,52,429,14,8.25,30.64,22.29
124705,,2025,Dhruv Jurel,RR,13,333,214,155.61,9,37,,,,,,,,
,130581,2025,Eshan Malinga,SRH,,,,,,,7,160,26.4,238,13,8.93,18.31,12.31
125176,,2025,Faf Du Plessis,DC,9,202,162,124.69,9,22.44,,,,,,,,
134281,124545,2025,Fazalhaq Farooqi,RR,1,2,2,100,0,2,5,102,17,210,,12.35,,
137463,136275,2025,Gerald Coetzee,GT,2,17,11,154.55,2,8.5,4,72,12,131,2,10.92,65.5,36
125360,125452,2025,Glenn Maxwell,PBKS,6,48,49,97.96,6,8,6,78,13,110,4,8.46,27.5,19.5
124642,,2025,Heinrich Klaasen,SRH,13,487,282,172.7,11,44.27,,,,,,,,
126483,126305,2025,Hardik Pandya,MI,12,224,137,163.5,9,24.89,14,210,35,342,14,9.77,24.43,15
125889,124734,2025,Harshal Patel,SRH,4,21,26,80.77,2,10.5,13,263,43.5,430,16,9.81,26.88,16.44
140532,132278,2025,Harpreet Brar,PBKS,2,11,13,84.62,1,11,7,132,22,190,10,8.64,19,13.2
,138276,2025,Harsh Dubey,SRH,,,,,,,3,60,10,98,5,9.8,19.6,12
124439,124477,2025,Harshit Rana,KKR,7,57,52,109.62,4,14.25,13,264,44,448,15,10.18,29.87,17.6
,126415,2025,Ishant Sharma,GT,,,,,,,7,110,18.2,205,4,11.18,51.25,27.5
124566,126016,2025,Ishan Kishan,SRH,13,354,231,153.25,10,35.4,1,1,0.1,4,,24,,
125175,,2025,J Fraser-McGurk,DC,6,55,52,105.77,6,9.17,,,,,,,,
126986,126747,2025,Jamie Overton,CSK,2,15,7,214.29,0,15,3,36,6,83,,13.83,,
124806,124571,2025,Jofra Archer,RR,7,63,50,126,6,10.5,12,273,45.3,431,11,9.47,39.18,24.82
125458,,2025,Jos Buttler,GT,13,538,330,163.03,9,59.78,,,,,,,,
,129036,2025,Jaydev Unadkat,SRH,,,,,,,7,143,23.5,175,11,7.34,15.91,13
135032,,2025,Jacob Bethell,RCB,2,67,39,171.79,2,33.5,,,,,,,,
129354,129120,2025,Jasprit Bumrah,MI,1,0,1,0,0,0,12,284,47.2,316,18,6.68,17.56,15.78
140615,,2025,Jonny Bairstow,MI,2,85,46,184.78,2,42.5,,,,,,,,
126115,,2025,Jitesh Sharma,RCB,11,261,147,177.55,7,37.29,,,,,,,,
131542,,2025,Josh Inglis,PBKS,11,278,172,161.63,9,30.89,,,,,,,,
132283,124322,2025,Josh Hazlewood,RCB,1,0,1,0,0,0,12,264,44,386,22,8.77,17.55,12
126857,126928,2025,K Kartikeya,RR,2,3,5,60,2,1.5,4,48,8,78,2,9.75,39,24
,129783,2025,Kulwant Khejroliya,GT,,,,,,,1,18,3,29,1,9.67,29,18
126385,125302,2025,Kagiso Rabada,GT,2,9,8,112.5,1,9,4,84,14,162,2,11.57,81,42
140550,139984,2025,Kyle Jamieson,PBKS,2,0,5,0,0,0,4,90,15,147,5,9.8,29.4,18
126132,124346,2025,Krunal Pandya,RCB,7,109,85,128.24,6,18.17,15,276,46,379,17,8.24,22.29,16.24
134394,124807,2025,Syed Khaleel Ahmed,CSK,1,1,2,50,0,1,14,280,46.4,447,15,9.58,29.8,18.67
131148,,2025,Karun Nair,DC,8,198,115,172.17,8,24.75,,,,,,,,
126705,,2025,KL Rahul,DC,13,546,364,150,10,54.6,,,,,,,,
136733,,2025,Kunal Rathore,RR,1,0,5,0,1,0,,,,,,,,
138026,137793,2025,Kwena Maphaka,RR,1,8,2,400,0,8,2,30,5,54,1,10.8,54,30
137349,131197,2025,Karn Sharma,MI,1,1,1,100,0,1,5,90,15,128,7,8.53,18.29,12.86
,135333,2025,Karim Janat,GT,,,,,,,1,6,1,30,,30,,
125282,125093,2025,Kuldeep Yadav,DC,5,18,16,112.5,3,6,14,318,53,390,15,7.36,26,21.2
139482,136511,2025,Lungisani Ngidi,RCB,1,0,2,0,0,0,2,48,8,81,4,10.12,20.25,12
128612,127179,2025,Lockie Ferguson,PBKS,1,4,1,400,0,4,4,68,11.2,104,6,9.18,17.33,11.33
124540,124404,2025,Liam Livingstone,RCB,8,112,84,133.33,7,16,5,54,9,76,2,8.44,38,27
128588,125446,2025,Marco Jansen,PBKS,8,75,64,117.19,4,18.75,14,283,47.1,435,16,9.22,27.19,17.69
,126068,2025,Matheesha Pathirana,CSK,,,,,,,12,251,41.5,424,13,10.14,32.62,19.31
,125339,2025,Prasidh Krishna,GT,,,,,,,15,354,59,488,25,8.27,19.52,14.16
125549,139565,2025,Shahrukh Khan,GT,11,179,100,179,6,29.83,1,6,1,13,1,13,13,6
,125181,2025,M. Siddharth,LSG,,,,,,,2,42,7,67,2,9.57,33.5,21
125671,124551,2025,Maheesh Theekshana,RR,4,10,27,37.04,2,5,11,252,42,410,11,9.76,37.27,22.91
138964,137768,2025,Madhav Tiwari,DC,1,3,4,75,1,3,1,6,1,14,,14,,
139412,,2025,Mayank Agarwal,RCB,4,95,64,148.44,3,31.67,,,,,,,,
125276,125050,2025,Mitchell Starc,DC,5,6,10,60,2,3,11,228,38,400,14,10.53,28.57,16.29
137792,,2025,MJ Owen,PBKS,1,0,2,0,1,0,,,,,,,,
124890,124964,2025,Mitchell Santner,MI,8,40,33,121.21,2,20,13,237,39.3,313,10,7.92,31.3,23.7
127035,,2025,Manish Pandey,KKR,3,92,65,141.54,2,46,,,,,,,,
125674,125587,2025,Moeen Ali,KKR,2,5,14,35.71,2,2.5,5,96,16,136,6,8.5,22.67,16
125293,125099,2025,Mohit Sharma,DC,2,1,3,33.33,1,1,8,150,25,257,2,10.28,128.5,75
140224,,2025,Matthew Breetzke,LSG,1,14,12,116.67,1,14,,,,,,,,
125361,125459,2025,Marcus Stoinis,PBKS,11,160,85,188.24,6,26.67,9,85,14.1,175,1,12.35,175,85
,134658,2025,Mayank Yadav,LSG,,,,,,,2,48,8,100,2,12.5,50,24
125055,,2025,Mitchell Marsh,LSG,13,627,381,164.57,13,48.23,,,,,,,,
132258,,2025,Manoj Bhandage,RCB,1,1,4,25,1,1,,,,,,,,
125047,,2025,MS Dhoni,CSK,13,196,145,135.17,8,24.5,,,,,,,,
125896,124678,2025,Mohammad Shami,SRH,4,10,10,100,1,10,9,180,30,337,6,11.23,56.17,30
139724,125296,2025,Mohammed Siraj,GT,1,3,4,75,0,3,15,342,57,527,16,9.25,32.94,21.38
,126292,2025,Mujeeb Rahman,MI,,,,,,,1,12,2,28,1,14,28,12
,128115,2025,Mukesh Choudhary,CSK,,,,,,,2,36,6,71,1,11.83,71,36
,125080,2025,Mukesh Kumar,DC,,,,,,,12,237,39.3,408,12,10.33,34,19.75
140518,140596,2025,Musheer Khan,PBKS,1,0,3,0,1,0,1,12,2,27,1,13.5,27,12
138987,138171,2025,Mustafizur Rahman,DC,1,0,1,0,1,0,3,66,11,87,4,7.91,21.75,16.5
125078,,2025,Nicolas Pooran,LSG,14,524,267,196.25,12,43.67,,,,,,,,
124690,124591,2025,Nitish Rana,RR,11,217,136,159.56,10,21.7,2,12,2,18,,9,,
,140223,2025,Nuwan Thushara,RCB,,,,,,,1,24,4,26,1,6.5,26,24
127361,133100,2025,Nehal Wadhera,PBKS,15,369,252,146.43,12,30.75,1,5,0.5,9,,10.8,,
,124825,2025,Nathan Ellis,CSK,,,,,,,1,24,4,38,1,9.5,38,24
124887,125013,2025,Naman Dhir,MI,12,252,138,182.61,8,31.5,2,24,4,21,,5.25,,
124608,138345,2025,Nitish Kumar Reddy,SRH,11,182,153,118.95,8,22.75,3,30,5,47,2,9.4,23.5,15
126259,124850,2025,Noor Ahmad,CSK,6,7,17,41.18,4,1.75,14,300,50,408,24,8.16,17,12.5
,141534,2025,Pravin Dubey,PBKS,,,,,,,1,12,2,20,1,10,20,12
125302,,2025,Prabhsimran Singh,PBKS,18,599,371,161.46,17,35.24,,,,,,,,
124446,,2025,Phil Salt,RCB,13,403,228,176.75,12,33.58,,,,,,,,
127766,127702,2025,Kamindu Mendis,SRH,5,92,69,133.33,4,23,4,42,7,60,2,8.57,30,21
124675,124710,2025,Pat Cummins,SRH,9,97,58,167.24,4,24.25,14,298,49.4,450,16,9.06,28.12,18.62
135031,133612,2025,Dushmantha Chameera,DC,3,10,14,71.43,0,10,6,102,17,198,4,11.65,49.5,25.5
124929,124957,2025,PVSN Raju,MI,1,1,1,100,0,1,2,24,4,53,1,13.25,53,24
126618,126735,2025,PWA Mulder,SRH,1,9,11,81.82,1,9,1,6,1,16,,16,,
125603,125718,2025,PWH de Silva,RR,5,9,15,60,5,1.8,11,246,41,371,11,9.05,33.73,22.36
134889,125231,2025,Prince Yadav,LSG,2,5,10,50,0,5,6,137,22.5,225,3,9.85,75,45.67
125296,,2025,Priyansh Arya,PBKS,18,545,298,182.89,18,30.28,,,,,,,,
124322,,2025,Quinton De Kock,KKR,8,152,116,131.03,7,21.71,,,,,,,,
126223,124831,2025,Ravichandaran Ashwin,CSK,4,33,30,110,4,8.25,9,186,31,283,7,9.13,40.43,26.57
124872,,2025,Robin Minz,MI,2,6,15,40,2,3,,,,,,,,
124688,125700,2025,Riyan Parag,RR,14,397,238,166.81,13,30.54,9,120,20,170,3,8.5,56.67,40
135487,,2025,Rovman Powell,KKR,1,5,5,100,1,5,,,,,,,,
124932,,2025,Rachin Ravindra,CSK,8,191,148,129.05,7,27.29,,,,,,,,
126394,125345,2025,R. Sai Kishore,GT,3,5,10,50,3,1.67,15,255,42.3,393,19,9.25,20.68,13.42
136465,132911,2025,Romario Shepherd,RCB,3,70,23,304.35,2,35,7,84,14,151,6,10.79,25.17,14
125542,,2025,Rahul Tewatia,GT,11,99,59,167.8,8,12.38,,,,,,,,
140978,,2025,Raj Angad Bawa,MI,1,8,4,200,0,8,,,,,,,,
125020,124844,2025,Ravindra Jadeja,CSK,14,301,222,135.59,9,33.44,14,227,37.5,324,10,8.56,32.4,22.7
124935,,2025,Rahul Ajay Tripathi,CSK,5,55,57,96.49,5,11,,,,,,,,
,132155,2025,Rahul Chahar,SRH,,,,,,,1,6,1,9,,9,,
124943,,2025,Ruturaj Gaikwad,CSK,5,122,81,150.62,5,24.4,,,,,,,,
124813,,2025,Ryan Rickelton,MI,14,388,256,151.56,13,29.85,,,,,,,,
124807,,2025,Rohit Sharma,MI,15,418,279,149.82,14,29.86,,,,,,,,
,140757,2025,RJ Gleeson,MI,,,,,,,1,21,3.3,39,1,11.14,39,21
,140994,2025,Reece Topley,MI,,,,,,,1,18,3,40,,13.33,,
124399,,2025,Rinku Singh,KKR,11,206,133,154.89,7,29.43,,,,,,,,
124517,,2025,Rajat Patidar,RCB,14,312,217,143.78,13,24,,,,,,,,
125123,,2025,Rishabh Pant,LSG,13,269,202,133.17,11,24.45,,,,,,,,
133457,,2025,Rahmanullah Gurbaz,KKR,5,74,53,139.62,4,18.5,,,,,,,,
124420,,2025,Ramandeep  Singh,KKR,7,47,36,130.56,5,9.4,,,,,,,,
126388,125333,2025,Rashid Khan,GT,8,40,28,142.86,5,8,15,330,55,514,9,9.35,57.11,36.67
,124340,2025,Rasikh Salam,RCB,,,,,,,2,36,6,70,1,11.67,70,36
125166,125213,2025,Ravi Bishnoi,LSG,2,13,16,81.25,2,6.5,11,222,37,401,9,10.84,44.56,24.67
124981,139657,2025,Shivam Dube,CSK,14,357,268,133.21,11,32.45,1,12,2,33,,16.5,,
124821,,2025,Suryakumar Yadav,MI,16,717,427,167.92,11,65.18,,,,,,,,
124769,,2025,Shubham Dubey,RR,8,106,66,160.61,4,26.5,,,,,,,,
125500,,2025,Sherfane Rutherford,GT,11,291,185,157.3,9,32.33,,,,,,,,
124445,124453,2025,Spencer Johnson,KKR,2,2,4,50,0,2,4,68,11.2,133,1,11.74,133,68
131394,,2025,Shaik Rasheed,CSK,5,71,63,112.7,5,14.2,,,,,,,,
125005,124813,2025,Sam Curran,CSK,5,114,82,139.02,5,22.8,5,72,12,133,1,11.08,133,72
125151,125175,2025,Shardul Narendra Thakur,LSG,5,18,13,138.46,3,6,10,204,34,375,15,11.03,25,13.6
124770,,2025,Shimron Hetmyer,RR,13,245,168,145.83,11,22.27,,,,,,,,
124328,124489,2025,Sunil Narine,KKR,12,246,145,169.66,11,22.36,12,270,45,351,12,7.8,29.25,22.5
125315,,2025,Shreyas Iyer,PBKS,17,604,345,175.07,12,50.33,,,,,,,,
124681,,2025,Sanju Samson,RR,9,285,202,141.09,9,31.67,,,,,,,,
125180,,2025,Sameer Rizvi,DC,4,121,80,151.25,3,40.33,,,,,,,,
129852,124585,2025,Sandeep Sharma,RR,1,6,5,120,0,6,10,223,37.1,374,9,10.06,41.56,24.78
141526,,2025,Sediqullah Atal,DC,1,22,16,137.5,1,22,,,,,,,,
125153,125262,2025,Shahbaz Ahamad,LSG,1,9,8,112.5,1,9,3,51,8.3,102,1,12,102,51
125391,130743,2025,Shashank Singh,PBKS,14,350,228,153.51,7,50,1,12,2,27,,13.5,,
125430,,2025,Shubman Gill,GT,15,650,415,156.63,13,50,,,,,,,,
125902,124685,2025,Simarjeet Singh,SRH,3,3,7,42.86,2,1.5,4,60,10,141,2,14.1,70.5,30
128582,135695,2025,Suryansh  Shedge,PBKS,3,7,11,63.64,3,2.33,1,18,3,40,,13.33,,
,124358,2025,Suyash Sharma,RCB,,,,,,,14,300,50,442,8,8.84,55.25,37.5
,137749,2025,T Natarajan,DC,,,,,,,2,25,4.1,53,1,12.72,53,25
125209,125125,2025,Tristan Stubbs,DC,13,306,200,153,6,51,2,12,2,40,,20,,
124923,124932,2025,Trent Boult,MI,2,2,3,66.67,1,2,16,346,57.4,517,22,8.97,23.5,15.73
126129,,2025,Tim David,RCB,9,187,99,188.89,3,62.33,,,,,,,,
124550,,2025,Travis Head,SRH,12,374,227,164.76,12,31.17,,,,,,,,
125673,124603,2025,Tushar Deshpande,RR,4,7,9,77.78,1,7,10,192,32,340,9,10.62,37.78,21.33
124835,,2025,N. Tilak Varma,MI,13,343,246,139.43,11,31.18,,,,,,,,
137598,,2025,Urvil Patel,CSK,3,68,32,212.5,3,22.67,,,,,,,,
124451,,2025,Virat Kohli,RCB,15,657,455,144.4,12,54.75,,,,,,,,
125253,125074,2025,Vipraj Nigam,DC,8,142,79,179.75,7,20.29,13,234,39,356,12,9.13,29.67,19.5
,124976,2025,Vignesh Puthur,MI,,,,,,,5,72,12,109,6,9.08,18.17,12
126925,,2025,Vijay Shankar,CSK,5,118,91,129.67,3,39.33,,,,,,,,
132750,,2025,Vaibhav Suryavanshi,RR,7,252,121,208.26,7,36,,,,,,,,
131694,124446,2025,Vaibhav Arora,KKR,2,0,8,0,2,0,12,255,42.3,430,17,10.12,25.29,15
124386,,2025,Venkatesh Iyer,KKR,7,142,102,139.22,7,20.29,,,,,,,,
,125509,2025,Vijaykumar Vyshak,PBKS,,,,,,,5,102,17,181,4,10.65,45.25,25.5
,138409,2025,W O'Rourke,LSG,,,,,,,3,62,10.2,132,6,12.77,22,10.33
124811,124970,2025,Will Jacks,MI,11,233,172,135.47,10,23.3,8,84,14,120,6,8.57,20,14
129023,130472,2025,Washington Sundar,GT,5,133,80,166.25,5,26.6,5,65,10.5,111,2,10.25,55.5,32.5
131589,131622,2025,Xavier Bartlett,PBKS,1,11,15,73.33,1,11,4,60,10,96,2,9.6,48,30
124678,,2025,Yashasvi Jaiswal,RR,14,559,350,159.71,14,39.93,,,,,,,,
,125465,2025,Yuzvendra Singh Chahal,PBKS,,,,,,,13,270,45,430,16,9.56,26.88,16.88
132282,124328,2025,Yash Dayal,RCB,3,4,8,50,2,2,15,294,49,470,13,9.59,36.15,22.62
,129485,2025,Yash Thakur,PBKS,,,,,,,2,39,6.3,79,1,12.15,79,39
,128492,2025,Yudhvir Charak,RR,,,,,,,4,66,11,132,4,12,33,16.5
,126686,2025,Zeeshan Ansari,SRH,,,,,,,10,203,33.5,333,6,9.84,55.5,33.83
108105,108058,2024,Ayush Badoni,LSG,12,235,171,137.43,8,29.38,2,12,2,25,,12.5,,
121700,120356,2024,Anshul Kamboj,MI,1,2,2,100,0,2,3,60,10,114,2,11.4,57,30
113048,,2024,Abhinav Manohar,GT,2,9,16,56.25,2,4.5,,,,,,,,
,117901,2024,Amit Mishra,LSG,,,,,,,1,12,2,20,1,10,20,12
111141,109244,2024,Anrich Nortje,DC,2,4,8,50,2,2,6,132,22,294,7,13.36,42,18.86
110940,,2024,Angkrish Raghuvanshi,KKR,7,163,105,155.24,7,23.29,,,,,,,,
118797,,2024,Arshin Kulkarni,LSG,2,9,8,112.5,2,4.5,,,,,,,,
107801,107885,2024,Andre Russell,KKR,9,222,117,189.74,7,31.71,14,176,29.2,295,19,10.06,15.53,9.26
118887,,2024,Ashton Turner,LSG,2,21,18,116.67,2,10.5,,,,,,,,
107887,124088,2024,Aiden Markram,SRH,11,220,175,125.71,9,24.44,2,12,2,15,,7.5,,
107375,,2024,Ajinkya Rahane,CSK,12,242,196,123.47,12,20.17,,,,,,,,
107551,107631,2024,Axar Rajesh Patel,DC,12,235,179,131.28,8,29.38,14,264,44,337,11,7.66,30.64,24
,107373,2024,Alzarri Joseph,RCB,,,,,,,3,58,9.4,115,1,11.9,115,58
112489,109493,2024,Anukul Roy,KKR,1,3,3,100,0,3,3,34,5.4,60,,10.59,,
107920,,2024,Abdul Samad,SRH,12,182,108,168.52,10,18.2,,,,,,,,
107853,111402,2024,Abhishek Sharma,SRH,16,484,235,205.96,15,32.27,4,42,7,51,2,7.29,25.5,21
107574,,2024,Abishek Porel,DC,12,327,206,158.74,10,32.7,,,,,,,,
113233,113261,2024,Akash  Deep,RCB,1,2,2,100,0,2,1,21,3.3,55,1,15.71,55,21
110555,110592,2024,Akash Madhwal,MI,1,4,5,80,0,4,5,109,18.1,205,5,11.28,41,21.8
118336,,2024,Anmolpreet Singh,SRH,2,5,6,83.33,2,2.5,,,,,,,,
107289,,2024,Anuj Rawat,RCB,5,98,78,125.64,4,24.5,,,,,,,,
,122687,2024,Arjun  Tendulkar,MI,,,,,,,1,14,2.2,22,,9.43,,
113421,113465,2024,Mohd. Arshad Khan,LSG,3,78,50,156,1,78,3,49,8.1,90,1,11.02,90,49
113946,113997,2024,Arshad Khan (2),LSG,1,5,4,125,1,5,1,12,2,24,,12,,
121249,107475,2024,Arshdeep Singh,PBKS,1,4,4,100,1,4,14,302,50.2,505,19,10.03,26.58,15.89
111375,,2024,Ashutosh Sharma,PBKS,9,189,110,171.82,7,27,,,,,,,,
113577,123437,2024,Atharva Taide,PBKS,2,61,40,152.5,2,30.5,1,1,0.1,4,,24,,
120836,108128,2024,Avesh Khan,RR,2,10,5,200,0,10,15,329,54.5,526,20,9.59,26.3,16.45
108263,108339,2024,Azmatullah Omarzai,GT,4,42,33,127.27,4,10.5,7,126,21,186,4,8.86,46.5,31.5
112717,107714,2024,Bhuvneshwar Kumar,SRH,5,23,29,79.31,3,7.67,16,342,57,533,11,9.35,48.45,31.09
108240,,2024,B. Sai Sudharsan,GT,12,527,372,141.67,11,47.91,,,,,,,,
112297,,2024,B.R. Sharath,GT,1,2,5,40,1,2,,,,,,,,
107254,107410,2024,Cameron Green,RCB,12,255,178,143.26,8,31.88,13,211,35.1,303,10,8.62,30.3,21.1
,107867,2024,CV Varun,KKR,,,,,,,14,300,50,402,21,8.04,19.14,14.29
108365,,2024,Dewald Brevis,MI,3,69,59,116.95,3,23,,,,,,,,
120820,,2024,Donovan Ferreira,RR,2,8,11,72.73,2,4,,,,,,,,
108096,,2024,Devdutt Padikkal,LSG,7,38,53,71.7,7,5.43,,,,,,,,
108290,,2024,David Miller,GT,9,210,139,151.08,6,35,,,,,,,,
107468,,2024,David Warner,DC,8,168,125,134.4,8,21,,,,,,,,
112306,110034,2024,Darshan Nalkande,GT,1,12,11,109.09,1,12,3,29,4.5,45,3,9.31,15,9.67
108110,118733,2024,Deepak Hooda,LSG,9,145,105,138.1,8,18.12,2,18,3,22,,7.33,,
107393,108879,2024,Daryl Mitchell,CSK,13,318,223,142.6,11,28.91,2,36,6,70,1,11.67,70,36
,107219,2024,Deepak Chahar,CSK,,,,,,,8,141,23.3,202,5,8.6,40.4,28.2
108067,,2024,Dhruv Jurel,RR,11,195,141,138.3,8,24.38,,,,,,,,
107221,,2024,Faf Du Plessis,RCB,15,438,271,161.62,15,29.2,,,,,,,,
108452,108283,2024,Gerald Coetzee,MI,5,14,22,63.64,4,3.5,10,201,33.3,341,13,10.18,26.23,15.46
107253,107430,2024,Glenn Maxwell,RCB,9,52,43,120.93,9,5.78,6,96,16,129,6,8.06,21.5,16
120672,122369,2024,Gulbadin Naib,DC,1,19,15,126.67,1,19,1,6,1,12,,12,,
107913,,2024,Heinrich Klaasen,SRH,15,479,280,171.07,12,39.92,,,,,,,,
,111802,2024,Himanshu Sharma,RCB,,,,,,,1,12,2,29,,14.5,,
108453,108215,2024,Hardik Pandya,MI,13,216,152,142.11,12,18,12,216,36,387,11,10.75,35.18,19.64
115235,107513,2024,Harshal Patel,PBKS,4,13,19,68.42,3,4.33,14,294,49,477,24,9.73,19.88,12.25
107708,107501,2024,Harpreet Brar,PBKS,7,75,55,136.36,2,37.5,13,228,38,303,7,7.97,43.29,32.57
115138,,2024,Harpreet Bhatia,PBKS,2,27,34,79.41,2,13.5,,,,,,,,
,107849,2024,Harshit Rana,KKR,,,,,,,11,253,42.1,383,19,9.08,20.16,13.32
111147,107598,2024,Ishant Sharma,DC,2,1,7,14.29,0,1,9,162,27,265,10,9.81,26.5,16.2
108339,,2024,Ishan Kishan,MI,14,320,216,148.15,14,22.86,,,,,,,,
113486,,2024,J Fraser-McGurk,DC,9,330,139,237.41,9,36.67,,,,,,,,
,119791,2024,Joshua Little,GT,,,,,,,1,24,4,45,4,11.25,11.25,6
112126,111897,2024,Jhye Richardson,DC,1,2,2,100,1,2,1,24,4,40,,10,,
107966,,2024,Jos Buttler,RR,11,359,254,141.34,9,39.89,,,,,,,,
112732,109099,2024,Jaydev Unadkat,SRH,5,24,26,92.31,3,8,11,187,31.1,319,8,10.24,39.88,23.38
108460,108233,2024,Jasprit Bumrah,MI,4,12,12,100,0,12,13,311,51.5,336,20,6.48,16.8,15.55
107596,,2024,Jonny Bairstow,PBKS,11,298,195,152.82,10,29.8,,,,,,,,
107651,,2024,Jitesh Sharma,PBKS,12,187,142,131.69,11,17,,,,,,,,
,120963,2024,Krishnappa Gowtham,LSG,,,,,,,1,12,2,29,,14.5,,
115244,107482,2024,Kagiso Rabada,PBKS,3,20,14,142.86,1,20,11,252,42,372,11,8.86,33.82,22.91
113816,113004,2024,KA Maharaj,RR,1,1,2,50,1,1,2,36,6,39,2,6.5,19.5,18
107291,,2024,Dinesh Karthik,RCB,13,326,173,188.44,9,36.22,,,,,,,,
108198,107995,2024,Krunal Pandya,LSG,11,133,107,124.3,4,33.25,12,198,33,255,6,7.73,42.5,33
,107592,2024,Syed Khaleel Ahmed,DC,,,,,,,14,300,50,479,17,9.58,28.18,17.65
108097,,2024,KL Rahul,LSG,14,520,380,136.84,14,37.14,,,,,,,,
,113034,2024,Kuldeep Sen,RR,,,,,,,3,72,12,122,6,10.17,20.33,12
111176,,2024,Kane Williamson,GT,2,27,27,100,2,13.5,,,,,,,,
,108963,2024,Kwena Maphaka,MI,,,,,,,2,36,6,89,1,14.83,89,36
115976,107386,2024,Karn Sharma,RCB,3,31,15,206.67,3,10.33,9,144,24,254,7,10.58,36.29,20.57
,121410,2024,Kartik Tyagi,GT,,,,,,,1,24,4,51,,12.75,,
107583,107637,2024,Kuldeep Yadav,DC,5,47,41,114.63,3,15.67,11,258,43,372,16,8.65,23.25,16.12
